,latitude,longitude,year_built,bathrooms,bedrooms,last_sold_date,last_sold_price,property size,home_size
0,37.762683,-122.414222,,,,,,,99
1,37.761298,-122.476615,1908,1.0,,08/02/2000,252000,2613,1812
2,37.792255,-122.401245,1909,2.0,2,10/19/2006,277000,,964
3,37.727793,-122.462995,1953,2.0,,,,3484,1902
4,37.789321,-122.413482,,,,,,,
5,37.715684,-122.47197,,,,,,3192,
6,37.75855,-122.395872,1925,2.0,3,03/05/2015,15600,1873,1990
7,37.746388,-122.505277,1940,1.5,2,01/06/2016,158500,2996,1100
8,37.747366,-122.466993,1956,1.0,2,05/20/2014,125000,2909,887
9,37.744465,-122.503406,1946,2.0,3,07/24/2013,197500,2996,1200
10,37.745316,-122.496599,1945,3.0,6,06/23/2015,11000,3000,2412
11,37.744965,-122.485828,1930,1.0,2,05/29/2015,190000,3000,1370
12,37.743711,-122.474994,1928,2.0,,08/29/2013,200000,2996,3200
13,37.743076,-122.489336,1951,2.0,4,12/02/2013,138000,3000,1616
14,37.743587,-122.496478,1943,4.0,3,04/09/2015,17500,2996,2156
15,37.741917,-122.473138,1930,2.5,4,11/01/2015,5700,3000,2400
16,37.740809,-122.475168,1928,1.0,,03/09/2015,195000,2548,2410
17,37.740382,-122.479057,1924,1.0,,06/16/2014,101500,3600,1500
18,37.738624,-122.496024,1943,1.0,2,05/31/2013,185000,1438,800
19,37.738282,-122.48771,1936,2.0,3,05/31/2013,166000,2614,1842
20,37.744232,-122.463546,1923,2.25,3,12/24/2015,184000,3833,2282
21,37.740284,-122.448143,1939,1.0,,06/17/2013,75000,2509,1490
22,37.7426,-122.455139,1927,1.0,,01/13/2014,200000,3563,1400
23,37.741809,-122.464542,1926,1.0,,12/30/2013,10000,3184,1325
24,37.739884,-122.45993,1926,2.0,3,06/09/2015,5450,4273,1570
25,37.737618,-122.449951,1947,1.0,2,08/25/2014,200000,2556,1067
26,37.735994,-122.446595,1940,1.0,2,03/27/2015,8000,2953,1050
27,37.740494,-122.451814,1950,2.0,3,05/17/2013,142000,4199,1150
28,37.733868,-122.46283,1900,2.5,4,03/18/2015,10000,4199,3121
29,37.733582,-122.46077,1941,3.0,3,03/16/2015,16000,4534,2679
30,37.737575,-122.466985,1916,1.0,2,10/04/2013,90000,4499,1622
31,37.729724,-122.452689,1923,1.0,2,09/17/2015,178500,2879,1047
32,37.724502,-122.442699,1925,1.0,,06/10/2014,75000,2495,1230
33,37.729676,-122.462614,1959,2.0,,12/03/2013,160000,4835,2153
34,37.727652,-122.37372,1981,1.0,2,07/16/2013,130000,,996
35,37.728156,-122.373055,1981,3.0,3,05/13/2014,195000,,1360
36,37.733488,-122.385049,1987,2.5,3,07/19/2013,190000,2557,1511
37,37.731344,-122.386797,1900,1.0,2,11/16/2015,3000,2495,1000
38,37.729274,-122.385409,1917,1.0,,05/29/2015,107000,2500,1214
39,37.727454,-122.382401,1989,2.0,2,07/23/2013,182000,1742,1600
40,37.729749,-122.388872,1954,1.0,,03/19/2014,93000,1575,1025
41,37.727381,-122.386477,1990,2.0,3,09/17/2014,200000,2500,2048
42,37.726006,-122.391017,1987,1.0,,02/05/2015,105000,,334
43,37.726006,-122.391017,1987,1.0,,03/20/2014,88000,,334
44,37.726006,-122.391017,1987,1.0,,10/14/2014,88000,,334
45,37.720618,-122.39288,1910,2.0,,12/20/2013,157000,2500,1584
46,37.720458,-122.392598,1953,1.0,,03/17/2015,200000,2500,1100
47,37.718862,-122.389785,1939,1.0,2,10/21/2015,200000,2495,1500
48,37.719593,-122.39274,1940,1.0,,04/28/2014,190000,2495,1175
49,37.717975,-122.391479,1917,2.0,,12/31/2014,107000,1746,1950
50,37.716295,-122.389055,1955,2.0,,09/17/2013,36000,1873,1250
51,37.717685,-122.397605,1995,2.0,3,09/10/2013,80000,,1247
52,37.718866,-122.397092,1988,2.5,3,04/30/2013,43000,1912,1556
53,37.713645,-122.400564,1940,1.0,2,03/20/2015,187000,2325,1225
54,37.711238,-122.396543,1952,1.0,,12/30/2014,13500,2500,1139
55,37.738443,-122.386661,1927,2.0,,02/19/2014,6000,2940,1512
56,37.738021,-122.388572,1910,1.0,,06/30/2015,6000,5000,910
57,37.73804,-122.390308,1968,2.0,3,08/07/2013,172500,1746,1315
58,37.737371,-122.39574,1900,1.0,0,11/21/2013,97000,1642,1090
59,37.735707,-122.393424,1950,2.0,,12/30/2015,180000,2495,3073
60,37.736386,-122.398198,1956,1.0,,08/11/2015,150000,2034,1201
61,37.731077,-122.402644,1949,2.0,3,01/17/2014,183000,2495,1662
62,37.731461,-122.399098,1943,1.0,,07/14/2014,175000,1875,800
63,37.729859,-122.393765,1937,1.0,2,09/19/2013,129500,2495,1280
64,37.730201,-122.402046,1908,1.0,,12/17/2015,197000,2495,735
65,37.747617,-122.409986,1918,3.0,3,09/29/2015,14500,2562,2000
66,37.747248,-122.415747,1904,2.0,,04/24/2014,200000,2500,1600
67,37.74719,-122.415584,1906,2.0,,06/28/2013,26000,3044,2250
68,37.746006,-122.411804,1956,2.0,,05/21/2013,150000,2748,1375
69,37.743779,-122.407528,2002,3.0,3,08/14/2014,50000,1746,2176
70,37.744908,-122.406648,1946,1.0,3,08/18/2015,135000,2038,1230
71,37.741243,-122.411793,1927,1.0,2,04/24/2014,100500,1750,1000
72,37.738052,-122.423665,1926,3.0,3,05/09/2013,60000,2787,2230
73,37.738534,-122.423683,1921,1.0,2,09/04/2015,100000,2088,1415
74,37.736341,-122.421561,1912,2.0,4,07/01/2015,76000,2500,2782
75,37.73639,-122.412103,1953,2.0,3,02/12/2016,171000,1751,1200
76,37.734022,-122.407085,1906,1.0,2,01/23/2014,63000,1306,700
77,37.732316,-122.411482,1960,1.0,2,10/28/2014,6000,2025,1050
78,37.736775,-122.439459,1938,2.0,3,10/23/2015,5600,2500,1320
79,37.736335,-122.437604,1931,2.0,,05/06/2014,56100,2665,1935
80,37.735889,-122.434112,1900,1.0,,12/14/2015,142000,2012,1022
81,37.734906,-122.433475,1945,2.0,,10/29/2015,165000,2308,2024
82,37.73214,-122.438472,1907,1.0,,10/20/2014,52500,2495,1300
83,37.730308,-122.430598,1928,2.0,4,12/27/2013,68000,2360,1817
84,37.725917,-122.468186,1925,1.0,,08/14/2014,134500,6011,1495
85,37.722231,-122.458498,1900,2.0,,02/03/2016,16000,2857,1750
86,37.722152,-122.46197,1922,1.0,2,01/29/2015,200000,2495,1100
87,37.719763,-122.444316,1927,2.0,3,09/03/2013,200000,2200,1550
88,37.720701,-122.455433,1906,2.0,4,06/18/2013,97000,2825,1062
89,37.720834,-122.456844,1925,1.0,2,08/08/2013,3000,2809,1022
90,37.721618,-122.458862,1923,1.0,,12/31/2013,194500,2500,1138
91,37.718943,-122.471023,1941,1.0,4,06/02/2015,60000,2500,1302
92,37.718545,-122.454339,1924,1.0,,03/16/2016,14000,1873,800
93,37.718442,-122.454602,1924,2.0,2,06/05/2013,156500,2500,1216
94,37.718489,-122.446288,1938,1.5,3,12/31/2013,200000,2160,1078
95,37.719542,-122.451902,1962,2.0,3,10/09/2014,34500,2613,1097
96,37.715007,-122.44708,1938,2.0,3,09/29/2015,124000,1886,1645
97,37.717423,-122.450109,1911,1.0,,09/24/2015,11000,2539,875
98,37.712805,-122.447263,1947,1.0,,09/16/2015,7500,1999,1211
99,37.714053,-122.467325,1944,1.0,,09/12/2013,6300,1973,1000
100,37.708487,-122.454508,1978,3.0,,04/23/2015,122000,2588,2150
101,37.709651,-122.456096,1990,5.0,7,06/23/2015,11000,1938,2875
102,37.709698,-122.45616,1991,3.0,4,06/01/2015,192500,1986,2875
103,37.709869,-122.4612,1957,1.0,2,06/23/2015,167000,2500,1150
104,37.709481,-122.459945,1927,1.0,,09/24/2014,193500,2256,1282
105,37.708937,-122.463278,1926,2.0,4,06/17/2015,15000,3746,780
106,37.732996,-122.474642,1936,2.0,4,07/16/2013,90000,4713,2389
107,37.731288,-122.473943,1939,2.5,3,02/05/2014,125000,2805,1490
108,37.732901,-122.486051,1942,1.0,2,08/20/2013,37500,2500,1670
109,37.73393,-122.486124,1948,3.0,,06/21/2013,200000,2495,1693
110,37.74544,-122.441475,1972,1.0,1,08/27/2013,120000,,838
111,37.746365,-122.431999,1998,2.0,2,04/07/2015,13500,,1403
112,37.737087,-122.382936,2003,2.0,4,12/31/2014,87000,2100,2143
113,37.733509,-122.406795,2001,2.0,3,02/27/2015,21000,1875,2739
114,37.73101,-122.409812,1930,2.0,,04/30/2015,193500,2235,1583
115,37.71048,-122.467645,2002,2.0,2,10/03/2013,127000,,969
116,37.71048,-122.467645,2002,1.0,1,04/09/2014,150000,,669
117,37.738636,-122.386915,1914,3.0,,01/28/2014,186000,3125,3420
118,37.714547,-122.404798,1956,2.0,3,03/23/2015,197000,2500,1263
119,37.718821,-122.439885,1918,2.0,2,04/21/2014,535,2090,1145
120,37.717567,-122.386436,2006,1.0,2,04/01/2014,140000,,750
121,37.738093,-122.389208,2007,2.0,3,02/06/2015,98500,,1146
122,37.732633,-122.404212,2003,1.0,1,05/06/2013,195000,,594
123,37.729094,-122.42769,2009,5.0,5,12/22/2015,10500,2750,2700
124,37.73471,-122.390873,2009,,,11/22/2013,152500,,679
125,37.73471,-122.390873,2009,1.0,1,02/21/2014,156000,,712
126,37.73471,-122.390873,2009,,,02/07/2014,181500,,1073
127,37.734745,-122.391082,2009,1.0,1,10/31/2014,152500,,580
128,37.734905,-122.433486,,,,10/29/2015,165000,914,
129,37.737796,-122.384841,,,,09/20/2013,185000,3000,
130,37.733562,-122.41867,,,,04/14/2014,20000,1750,
131,37.7084,-122.464416,,,,08/30/2013,175000,2848,
132,37.718952,-122.442939,1900,,,01/26/2016,25000,6006,
133,37.743133,-122.407745,,,,02/17/2016,45000,6193,
134,37.717792,-122.403327,1900,,,07/24/2015,150000,3049,
135,37.736957,-122.42926,1916,1.0,3,09/19/2013,112500,2199,925
136,37.730262,-122.397781,1900,,,10/15/2014,200000,2495,
137,37.715618,-122.389167,,,,03/11/2016,185000,2854,
138,37.733261,-122.417198,1900,,,09/24/2013,125000,1750,
139,37.743685,-122.40666,,,,04/15/2016,250,2546,
140,37.737892,-122.385009,,,,07/29/2013,82500,3000,
141,37.717929,-122.390403,,,,04/16/2014,175000,2500,
142,37.715618,-122.389167,,,,03/11/2016,185000,2854,
143,37.748997,-122.480736,1943,3.0,3,02/12/2015,11500,2996,1865
144,37.72998,-122.393157,,1.0,2,12/31/2015,2500,,1000
145,37.717337,-122.386181,2006,1.0,2,04/01/2014,139900,,750
146,37.745771,-122.506791,1948,2.0,3,09/05/2014,25000,2060,1825
147,37.796461,-122.413099,1976,2.0,,05/31/2013,188000,,1185
148,37.790348,-122.412568,1963,1.0,,05/29/2014,30000,488,450
149,37.789945,-122.412735,1982,1.0,1,10/23/2013,70000,,579
150,37.787825,-122.41038,1970,1.0,,11/07/2014,2500,,346
151,37.787825,-122.41038,1970,1.0,,02/26/2014,500,,346
152,37.787825,-122.41038,1970,1.0,,09/05/2013,1000,,361
153,37.803208,-122.422691,1957,4.0,,02/24/2014,15000,3747,3422
154,37.80189,-122.424242,1900,2.25,4,03/24/2014,150000,5450,5479
155,37.800393,-122.429862,1906,2.0,4,08/14/2015,18000,1716,2500
156,37.799439,-122.430438,1900,3.0,,05/18/2015,90000,1999,2910
157,37.798046,-122.432626,1900,3.0,6,09/20/2013,200000,3025,2674
158,37.796878,-122.426734,1900,2.0,,06/22/2015,7900,2495,2960
159,37.796357,-122.420951,1908,7.0,,04/29/2015,200000,5876,5508
160,37.794122,-122.426818,1900,6.0,,05/18/2015,110000,3746,4295
161,37.793914,-122.421037,1986,1.0,,06/11/2014,40000,,646
162,37.790291,-122.428215,1920,1.0,1,05/15/2013,100000,,765
163,37.78958,-122.42453,1960,1.0,1,08/14/2015,200000,,540
164,37.788965,-122.423995,1906,3.0,9,11/04/2013,60000,2250,5100
165,37.786361,-122.425831,1992,1.0,0,08/03/2015,150000,,519
166,37.786361,-122.425831,1992,,,09/15/2014,130000,,565
167,37.786361,-122.425831,1992,,,01/17/2014,88500,,535
168,37.786361,-122.425831,1992,,,05/27/2014,130000,,565
169,37.786361,-122.425831,1992,,,05/27/2014,115000,,535
170,37.786361,-122.425831,1992,,,11/15/2013,200000,,700
171,37.786361,-122.425831,1992,,,02/28/2014,115000,,565
172,37.786361,-122.425831,1992,,,10/17/2014,120000,,535
173,37.786361,-122.425831,1992,,,10/17/2014,85000,,535
174,37.786361,-122.425831,1992,,,04/10/2015,130000,,535
175,37.786361,-122.425831,1992,,,02/06/2014,105000,,535
176,37.786361,-122.425831,1992,1.0,1,11/16/2015,170000,,544
177,37.786361,-122.425831,1992,,,08/08/2014,180000,,595
178,37.78675,-122.424235,1993,1.0,1,10/17/2014,74000,,780
179,37.784298,-122.427058,1963,2.0,3,04/01/2014,150000,1207,1078
180,37.784298,-122.427058,1963,2.0,,06/24/2014,114000,,1102
181,37.78482,-122.423994,1966,1.0,1,04/10/2015,4500,,900
182,37.781386,-122.421406,1982,1.0,1,05/05/2015,120000,,721
183,37.776999,-122.425053,1907,1.0,2,06/26/2013,157000,700,944
184,37.770971,-122.428983,1900,2.0,3,09/28/2015,100000,1123,550
185,37.803235,-122.444922,1928,2.0,,12/16/2013,28000,2500,3125
186,37.79471,-122.44489,1910,3.5,3,01/07/2014,20000,2500,2935
187,37.792539,-122.443253,1929,3.0,3,06/11/2015,145200,,2120
188,37.789155,-122.441535,1900,3.0,3,07/11/2014,90000,2283,3020
189,37.783941,-122.450046,1950,3.0,3,10/19/2013,93000,4251,2460
190,37.781166,-122.390693,2004,1.0,1,03/28/2014,175000,37461,797
191,37.771285,-122.442569,1908,2.0,,12/30/2014,200000,2495,3570
192,37.766255,-122.446481,1910,1.0,4,08/12/2014,15000,2652,2150
193,37.761638,-122.451778,1946,2.0,,06/23/2015,25000,2099,2344
194,37.78705,-122.489257,1924,5.5,4,02/22/2016,187500,5501,4915
195,37.786941,-122.464984,1908,1.0,2,11/13/2013,100000,,1600
196,37.785077,-122.484767,1916,2.0,,04/20/2015,180000,3798,3140
197,37.783944,-122.463748,1900,2.0,,11/04/2013,187500,3000,2373
198,37.777605,-122.502285,1958,3.0,,02/12/2016,200000,2500,2599
199,37.779146,-122.476817,1921,4.0,6,02/09/2016,135500,3000,2450
200,37.777599,-122.492298,1947,2.0,,04/04/2014,10000,1437,2340
201,37.777545,-122.492873,1946,4.0,8,10/31/2014,152000,2375,3324
202,37.776149,-122.497023,1925,1.0,2,07/15/2015,51000,3000,1225
203,37.776006,-122.499155,1923,2.0,3,05/29/2015,115000,3000,1885
204,37.774908,-122.501226,1918,1.0,2,03/25/2016,200000,2996,1320
205,37.773914,-122.499513,1927,2.0,4,07/13/2015,11000,1575,1680
206,37.774849,-122.498003,1923,2.0,3,09/03/2013,144500,3000,1360
207,37.776059,-122.48047,1922,1.5,3,03/08/2016,12500,3049,2300
208,37.750828,-122.465652,1926,1.0,,09/16/2015,31500,2060,1420
209,37.765656,-122.441194,1906,3.0,4,02/24/2016,200000,3049,4000
210,37.765439,-122.441713,1929,2.0,3,08/19/2015,187500,4787,1665
211,37.761535,-122.436505,1900,1.0,,08/01/2013,7500,3083,1030
212,37.761583,-122.44369,1904,1.5,1,06/05/2013,10500,435,1500
213,37.761095,-122.444819,1900,3.0,3,09/10/2013,11000,2330,1850
214,37.754501,-122.456405,1959,3.0,3,11/12/2015,16500,3301,1265
215,37.759492,-122.441116,1927,4.0,3,03/27/2015,72000,2596,2230
216,37.754624,-122.436975,1900,1.0,2,11/04/2014,160000,2892,1567
217,37.751184,-122.451846,1956,2.0,3,12/29/2014,89000,3630,1615
218,37.750989,-122.453315,1956,3.0,4,08/13/2015,11500,2957,1275
219,37.76777,-122.431925,1907,3.0,3,03/12/2014,5000,2325,4458
220,37.767389,-122.418659,1906,2.0,,06/25/2013,73000,2000,2118
221,37.763257,-122.426639,1900,4.0,6,06/18/2015,106000,2733,3301
222,37.761365,-122.431125,1900,2.0,,06/05/2014,110000,2848,2518
223,37.760647,-122.433548,1971,2.0,2,09/04/2013,9000,,898
224,37.759751,-122.431247,1900,2.0,,07/21/2014,680,2848,3050
225,37.760364,-122.420463,1907,3.0,,12/14/2015,95100,2125,3081
226,37.756833,-122.426326,1900,2.0,,09/12/2014,200000,2848,3350
227,37.752199,-122.423703,1900,2.5,5,10/08/2014,138500,1848,2300
228,37.778275,-122.40944,1991,1.0,,04/30/2015,200000,,311
229,37.783184,-122.399084,1990,1.0,,09/05/2013,133000,,581
230,37.787585,-122.39048,1991,1.0,,01/22/2014,182500,,432
231,37.788008,-122.389643,1997,,,02/14/2014,67000,,910
232,37.784512,-122.391427,1998,1.0,1,06/09/2015,105000,6882,658
233,37.784512,-122.391427,1998,1.0,0,07/10/2015,163400,6882,774
234,37.763202,-122.39627,1900,6.0,7,12/23/2015,1,2482,2904
235,37.805333,-122.421153,1907,3.0,,07/21/2014,195000,3713,4554
236,37.758645,-122.393546,1900,2.0,,12/10/2013,200000,2495,2500
237,37.757098,-122.410761,1900,1.0,2,07/15/2013,187000,2178,1202
238,37.755378,-122.411842,1937,2.0,,01/21/2014,10200,2996,1514
239,37.753868,-122.407661,1907,2.0,,02/04/2014,99000,2600,624
240,37.75141,-122.402498,1900,2.0,2,03/25/2016,160500,1536,1120
241,37.804401,-122.404265,1975,2.0,2,07/22/2014,741000,1194,1333
242,37.781166,-122.390693,2004,1.0,1,03/28/2014,175000,37461,797
243,37.768491,-122.43267,1997,2.0,3,05/02/2013,500,,1245
244,37.755505,-122.440615,1997,2.0,2,12/14/2015,500,2949,1865
245,37.78575,-122.397404,2000,1.0,1,09/25/2015,188000,,670
246,37.784512,-122.391427,1998,2.0,,12/01/2015,100000,,1239
247,37.765867,-122.458131,1908,1.0,3,06/23/2014,90000,,1528
248,37.763225,-122.439,1959,2.0,2,10/16/2013,13500,,1822
249,37.782575,-122.390364,2002,1.5,1,07/08/2013,85000,,893
250,37.782575,-122.390364,2002,3.0,3,08/29/2014,82500,,1495
251,37.787775,-122.412943,1926,1.0,1,10/07/2013,202,,777
252,37.796998,-122.422706,,,,12/31/2014,11000,,
253,37.80132,-122.42703,1947,1.0,2,04/26/2015,52320,,858
254,37.772915,-122.408909,2004,1.5,1,09/23/2014,8000,,1053
255,37.772915,-122.408909,2004,1.5,1,07/26/2013,160000,,1089
256,37.78691,-122.390925,2002,,,05/09/2013,99000,,763
257,37.783594,-122.390725,2004,2.0,2,12/10/2014,30000,,1962
258,37.783594,-122.390725,2004,2.0,2,04/23/2014,60000,,1525
259,37.777645,-122.39343,2004,2.0,2,11/01/2013,39500,,1531
260,37.777645,-122.39343,2004,2.0,2,01/27/2016,125500,,1126
261,37.777191,-122.393394,2004,1.0,,03/21/2016,50000,,668
262,37.777641,-122.393417,2004,2.0,2,08/27/2014,141000,,927
263,37.786148,-122.394294,2006,1.0,1,10/02/2014,7000,,847
264,37.786148,-122.394291,2006,2.0,2,10/02/2014,5000,,1499
265,37.786148,-122.394291,2006,2.0,2,10/02/2014,7000,,1066
266,37.802323,-122.413441,1908,3.0,,08/18/2014,40000,1346,3432
267,37.799365,-122.412002,1907,3.0,,04/13/2015,150000,2438,3834
268,37.752735,-122.427253,1906,1.0,2,08/27/2015,78500,,1212
269,37.762167,-122.388948,2010,2.5,3,05/29/2015,45000,,1490
270,37.779422,-122.39669,,1.0,1,07/17/2013,96000,,563
271,37.804248,-122.444961,1930,2.0,3,09/03/2015,100000,2700,2309
272,37.779422,-122.39669,2006,2.0,2,11/10/2015,108000,,956
273,37.7807,-122.413269,2007,1.0,0,12/03/2014,146500,,264
274,37.80425,-122.444961,1930,2.0,3,09/03/2015,100000,27000,2230
275,37.777641,-122.393417,2004,1.0,1,09/26/2013,104500,,982
276,37.786606,-122.399099,2004,1.0,1,04/04/2014,11000,,836
277,37.778762,-122.403533,2001,,,10/09/2013,7500,,1198
278,37.774379,-122.399574,1998,2.0,,07/14/2015,4550,,844
279,37.774379,-122.399574,1998,1.0,,08/13/2013,108000,,905
280,37.78691,-122.390925,2002,1.0,1,11/16/2015,3650,,680
281,37.776124,-122.409675,2002,1.0,1,04/20/2015,127500,,913
282,37.777801,-122.405227,1997,,,12/31/2015,5700,4500,2176
283,37.762136,-122.408479,1999,,,04/28/2015,100000,,1936
284,37.786605,-122.399101,2004,1.0,1,11/06/2014,7000,,850
285,37.781385,-122.40136,2004,,,09/05/2013,18000,,1063
286,37.778163,-122.395774,1916,1.0,1,01/02/2014,17500,,1169
287,37.765461,-122.402138,1999,,,06/17/2013,22000,,1131
288,37.781167,-122.390697,2004,1.0,1,12/16/2014,90000,,722
289,37.786632,-122.399101,2004,,,02/18/2014,199000,,409
290,37.786632,-122.399101,2004,1.0,1,08/07/2014,1500,,780
291,37.791015,-122.407699,1920,1.0,1,07/25/2014,600,,590
292,37.782054,-122.429923,2007,2.0,3,05/14/2015,180000,,1900
293,37.77898,-122.391754,2007,2.0,2,11/04/2014,85000,,1068
294,37.77898,-122.391754,2007,2.0,2,07/31/2015,500,,1025
295,37.786064,-122.392173,2008,1.0,1,01/07/2014,500,,837
296,37.77898,-122.391754,2007,2.0,2,03/10/2016,500,,1094
297,37.782379,-122.420166,2008,1.0,1,11/20/2014,100000,,395
298,37.77898,-122.391754,2007,2.0,2,03/21/2016,500,,1094
299,37.804401,-122.404265,1975,2.0,2,07/22/2014,741000,1194,1333
300,37.758341,-122.505157,2007,4.0,5,03/26/2015,100000,2500,2814
301,37.797916,-122.415732,1922,2.0,2,05/31/2013,198000,,1575
302,37.789375,-122.390975,2008,1.0,1,08/13/2013,114000,,820
303,37.787807,-122.428291,1900,1.0,1,01/19/2016,66000,,934
304,37.770378,-122.400993,2007,1.0,2,09/24/2014,199500,,949
305,37.800064,-122.424682,2008,2.0,2,12/08/2015,19500,,1115
306,37.770378,-122.400993,,1.0,0,04/02/2015,9000,,
307,37.789333,-122.391698,2008,2.0,2,04/17/2015,95200,,1268
308,37.773929,-122.39624,2009,2.0,3,04/30/2013,195000,,1275
309,37.773529,-122.396743,2009,2.0,2,12/30/2015,112500,,903
310,37.757442,-122.44268,2005,6.0,6,03/20/2015,15500,3371,2600
311,37.76077,-122.493274,1945,1.0,2,08/12/2015,30500,,936
312,37.760249,-122.431455,1915,1.0,1,08/22/2013,75000,3420,1045
313,37.798671,-122.406547,2009,2.0,2,08/16/2013,20000,,1862
314,37.802323,-122.413441,1908,3.0,,08/18/2014,40000,1346,3432
315,37.799365,-122.412002,1907,3.0,,04/13/2015,150000,2438,3834
316,37.78165,-122.399116,2008,1.0,,04/22/2015,110000,,266
317,37.765012,-122.429879,1900,4.0,4,04/24/2014,130000,3125,2775
318,37.782558,-122.452348,1910,1.0,2,04/18/2014,100000,3000,1203
319,37.796497,-122.438186,1924,1.0,,12/27/2013,57000,,790
320,37.802989,-122.445119,1928,1.0,2,06/08/2015,1000,2500,1543
321,37.779014,-122.409446,2012,1.0,,05/17/2013,189000,,329
322,37.769208,-122.445315,1908,1.0,2,02/17/2015,8000,,929
323,37.779384,-122.408462,2013,2.0,2,03/18/2016,5000,,965
324,37.78851,-122.432852,1885,1.0,2,06/25/2013,20000,,916
325,37.759056,-122.434157,1900,1.0,1,01/31/2014,15500,3780,650
326,37.777362,-122.42324,2014,1.0,1,09/09/2014,14000,,624
327,37.777362,-122.42324,2014,2.0,3,11/05/2014,12000,,1605
328,37.775524,-122.427536,1889,1.0,1,09/11/2014,4000,,797
329,37.767613,-122.43177,1907,1.0,3,03/12/2014,5000,,1205
330,37.768558,-122.426307,2015,2.0,2,01/30/2015,1395000,,2000
331,37.768558,-122.426307,2015,2.0,2,01/30/2015,1395000,,2000
332,37.764564,-122.401488,2014,1.0,2,06/19/2014,40000,127350,885
333,37.768558,-122.426307,2015,2.0,2,01/30/2015,1395000,,2000
334,37.768558,-122.426307,2015,2.0,2,01/30/2015,1395000,,2000
335,37.768558,-122.426307,2015,2.0,2,01/30/2015,1395000,,2000
336,37.768558,-122.426307,2015,2.0,2,01/30/2015,1395000,,2000
337,37.768558,-122.426307,2015,2.0,2,01/30/2015,1395000,,2000
338,37.768558,-122.426307,2015,2.0,2,01/30/2015,1395000,,2000
339,37.768558,-122.426307,2015,2.0,2,01/30/2015,1395000,,2000
340,37.768558,-122.426307,2015,2.0,2,01/30/2015,1395000,,2000
341,37.772243,-122.423439,2014,2.0,1,06/12/2015,172500,,385
342,37.768558,-122.426307,2015,2.0,2,01/30/2015,1395000,,2000
343,37.768558,-122.426307,2015,2.0,2,01/30/2015,1395000,,2000
344,37.768558,-122.426307,2015,2.0,2,01/30/2015,1395000,,2000
345,37.755505,-122.440615,1997,2.0,2,12/14/2015,500,2949,1865
346,37.801548,-122.418472,1900,,,01/06/2016,190000,248,
347,37.760978,-122.40493,1912,1.0,2,12/03/2014,9000,,1131
348,37.77444,-122.401687,1900,,,02/20/2015,26000,169,
349,37.770742,-122.440097,1890,1.0,2,09/19/2014,18000,,1204
350,37.772022,-122.428054,1900,,,10/17/2013,75000,749,
351,37.801555,-122.418426,1900,,,01/06/2016,190000,248,
352,37.758697,-122.435195,1959,2.0,3,05/11/2015,155000,,1815
353,37.758128,-122.434679,1924,1.0,1,12/24/2014,865000,,922
354,37.797158,-122.417796,1951,4.0,,03/31/2015,30000,3781,4037
355,37.754768,-122.442335,1936,1.0,2,12/31/2014,19500,,825
356,37.76872,-122.4508,,1.0,1,01/28/2015,675,,518
357,37.77617,-122.4253,,,,04/30/2015,5650,,
358,37.77617,-122.4253,,,,12/14/2015,5800,,
359,37.7526,-122.4254,,1.0,1,09/09/2015,85000,,
360,37.784798,-122.409313,1907,,0,11/28/2013,93000,,34188
361,37.737715,-122.382531,1992,2.0,2,10/19/2001,315000,1024,1255
362,37.717575,-122.397705,1995,2.0,3,09/08/2011,292000,435,1642
363,37.751247,-122.430786,2004,,,,,,490
364,37.748965,-122.50562,1940,1.0,4,06/24/2013,262500,2500,1000
365,37.744397,-122.503401,1946,1.0,3,05/23/2014,290000,2996,1200
366,37.745311,-122.487341,1927,1.0,,05/13/2015,312000,3000,1150
367,37.746135,-122.484241,1947,1.0,,09/02/2015,300000,2060,1150
368,37.745156,-122.483033,1952,2.0,3,05/14/2013,310000,3000,1300
369,37.745773,-122.483076,1931,1.0,,06/28/2013,250000,3000,1550
370,37.743711,-122.474994,1928,2.0,,08/29/2013,200000,2996,3200
371,37.742133,-122.502128,1957,,0,08/04/2015,249500,2495,2552
372,37.743074,-122.506533,1951,2.0,2,09/05/2014,276000,2996,1370
373,37.740228,-122.502814,1944,1.0,2,03/20/2014,217000,2495,995
374,37.737244,-122.49284,1939,2.0,3,10/15/2015,267000,2378,1543
375,37.73478,-122.496848,1948,1.0,2,07/17/2014,217000,1746,1219
376,37.748352,-122.451812,1955,1.0,2,08/08/2013,289000,3001,1026
377,37.744996,-122.457546,1932,1.0,,05/15/2014,241000,4748,1684
378,37.7426,-122.455139,1927,1.0,,01/13/2014,200000,3563,1400
379,37.737618,-122.449951,1947,1.0,2,08/25/2014,200000,2556,1067
380,37.736154,-122.445667,1950,1.0,,08/01/2014,282500,3053,950
381,37.733239,-122.461458,1954,3.0,,04/23/2015,256000,5584,2104
382,37.733307,-122.447605,1966,3.0,4,02/16/2016,210000,2495,1619
383,37.732819,-122.452342,1925,1.0,,04/26/2013,275000,2500,1328
384,37.732914,-122.44408,1958,1.0,3,11/17/2014,250000,2063,1120
385,37.731842,-122.443394,1978,1.0,1,10/21/2013,212000,,647
386,37.731832,-122.446178,1925,1.0,2,06/03/2013,312500,2495,1106
387,37.73126,-122.450875,1986,1.0,,08/16/2013,300000,,1520
388,37.725993,-122.435634,1900,1.0,2,07/02/2015,255000,2495,945
