"zillow_id","latitude","longitude","year_built","bathrooms","bedrooms","last_sold_date","last_sold_price","home_type","tax_year","tax_value","home_size","zipcode","list","url","property_size","log_last_sold_price","log_tax_value","log_home_size","log_property_size","location_cluster"
31960361,40.764405,-73.87145,1958,1,3,2014-12-18,450000,"SingleFamily",2015,457000,1056,11369,NA,NA,2500,13.0170028617465,13.0324386698763,6.96224346426621,7.82404601085629,"1"
32184262,40.66806,-73.793465,1945,2,4,2013-06-26,360000,"SingleFamily",2015,420000,1266,11436,NA,NA,3515,12.7938593104323,12.9480099902596,7.14361760270412,8.16479480424477,"6"
30664903,40.65968,-73.95399,1901,1,3,2014-06-12,1360000,"Townhouse",2015,785000,2700,11225,NA,NA,2000,14.1229952577122,13.5734389967645,7.90100705199242,7.60090245954208,"14"
80007961,40.720375,-73.983146,1951,1,2,2014-01-23,1045000,"Condominium",2014,129455,880,10002,NA,NA,NA,13.859527443381,11.7710886093855,6.77992190747225,NA,"8"
83045550,40.677818,-73.996864,2007,1,1,2014-06-13,755000,"Condominium",2015,217079,780,11231,NA,NA,3000,13.5344730282312,12.2880166215701,6.65929391968364,8.00636756765025,"8"
69524653,40.771866,-73.95208,2005,5.5,5,2014-07-22,8400000,"Condominium",2015,817898,3549,10075,NA,NA,7663,15.9437422638135,13.6144929134334,8.1744211526465,8.9441588309704,"9"
32109031,40.684905,-73.863455,1920,1.5,3,2014-11-22,345000,"SingleFamily",2015,313000,1120,11421,NA,NA,1600,12.7512996960135,12.6539584695223,7.02108396428914,7.37775890822787,"4"
29826208,40.878985,-73.866395,1930,4,5,2014-05-28,462000,"Duplex",2015,367000,2592,10467,NA,NA,2142,13.0433201700639,12.8131171270367,7.86018505747217,7.66949525100769,"3"
32093456,40.768685,-73.741755,1930,2,3,2015-12-11,640000,"SingleFamily",2015,614000,1300,11363,NA,NA,2875,13.3692234553359,13.3277502071293,7.17011954344963,7.96380795323145,"12"
112515973,40.709156,-74.01371,2010,2,2,2015-03-04,2235058,"MultiFamily2To4",2014,288806,1152,10006,NA,NA,NA,14.6197777364761,12.5735104614083,7.04925484125584,NA,"8"
89066759,40.693238,-73.999584,1928,2,2,2013-05-06,1120075,"Condominium",2015,195134,1430,11201,NA,NA,NA,13.928906205315,12.1814417810333,7.26542972325395,NA,"8"
32202709,40.66878,-73.75571,1920,2.5,4,2013-10-25,375000,"SingleFamily",2015,383000,1175,11413,NA,NA,3223,12.8346813049525,12.8557902681628,7.06902342657826,8.07806788181544,"6"
30586866,40.672799,-73.971885,1905,4,7,2016-01-12,3235000,"MultiFamily2To4",2015,3686000,4216,11215,NA,NA,1948,14.9895394859171,15.1200524172119,8.3466420902212,7.57455848420248,"14"
30691510,40.636785,-74.023985,1910,6,6,2014-09-04,995000,"MultiFamily2To4",2015,1094000,3120,11220,NA,NA,3000,13.8104980161407,13.9053512619641,8.04558828080353,8.00636756765025,"7"
31501170,40.737705,-74.005035,1930,1,1,2014-05-23,1900000,"Cooperative",2015,173756,690,10014,NA,NA,NA,14.4573644441367,12.0654072952049,6.5366915975913,NA,"2"
62635412,40.83454,-73.912984,2001,5,8,2014-06-25,460000,"MultiFamily2To4",2015,478000,2033,10456,NA,NA,1935,13.0389817684653,13.0773660114736,7.61726781362835,7.56786260546388,"11"
29851455,40.88838,-73.818475,1962,2,3,2014-05-13,397500,"SingleFamily",2015,479000,1920,10475,NA,NA,7501,12.8929502130765,13.0794558763931,7.56008046502183,8.92279162396964,"3"
30643022,40.68594,-73.868575,1899,3,3,2014-06-20,399000,"Townhouse",2015,512000,3078,11208,NA,NA,2613,12.896716695872,13.1460799040216,8.03203531439882,7.86825426552061,"4"
32298043,40.63395,-74.14175,1920,2,3,2013-07-15,334000,"SingleFamily",2015,278000,1224,10302,NA,NA,3001,12.7188962719588,12.5353763926728,7.10987946307227,8.00670084544037,"13"
80005364,40.705452,-74.01717,1930,1,0,2014-05-29,569000,"SingleFamily",2014,178643,504,10004,NA,NA,NA,13.2516357131085,12.0931446799243,6.22257626807137,NA,"8"
32179319,40.687129,-73.805225,1930,1.5,3,2015-11-25,610000,"SingleFamily",2015,336000,2224,11435,NA,NA,3123,13.3212142361495,12.7248664389453,7.70706265537047,8.04654935728308,"6"
83051440,40.743289,-73.956123,2006,2,2,2014-10-09,1280000,"Condominium",2015,189711,1412,11101,NA,NA,NA,14.0623706358958,12.1532571405361,7.25276241805319,NA,"9"
30600980,40.67877,-73.913064,1899,3,8,2013-07-01,170000,"Triplex",2015,621000,3276,11233,NA,NA,1850,12.0435537160324,13.3390863609156,8.09437844497296,7.52294091807237,"14"
120226956,40.817489,-73.941596,2008,1,0,2015-07-16,935000,"MultiFamily2To4",2014,112023,962,10030,NA,NA,5000,13.7483018082708,11.6264594863372,6.86901445066571,8.51719319141624,"11"
30592227,40.67288,-73.94546,1903,5,5,2014-11-26,1200000,"Quadruplex",2015,498000,3680,11213,NA,NA,2555,13.9978321147582,13.1183553560068,8.21066803116298,7.8458075026378,"14"
32189811,40.686295,-73.77601,1950,2,4,2014-12-23,325000,"SingleFamily",2015,266000,2000,11434,NA,NA,2668,12.6915804613119,12.4912515877638,7.60090245954208,7.88908440703551,"6"
30599659,40.68268,-73.920555,1899,2.5,5,2014-02-04,911000,"MultiFamily2To4",2015,701000,2337,11233,NA,NA,1900,13.7222981762421,13.4602631660167,7.75662333453886,7.54960916515453,"14"
32098054,40.76242,-73.72179,1950,3,3,2005-10-19,702000,"SingleFamily",2015,852000,2264,11362,"$888,800","http://www.zillow.com/homes/for_sale/32098054_zpid",4408,13.4616886830079,13.6553418058115,7.72488843932307,8.39117635083275,"12"
97537773,40.824295,-73.938843,2008,1,1,2015-01-07,510000,"Condominium",2014,55552,650,10039,NA,NA,NA,13.1421660047005,10.92507479802,6.47697236288968,NA,"11"
32351980,40.561845,-74.155306,1925,1.75,2,2015-09-11,425000,"SingleFamily",2015,416000,984,10308,NA,NA,5150,12.9598444479066,12.9384405392434,6.89162589705225,8.54675199365778,"13"
32101104,40.73054,-73.711125,1950,2,2,2014-11-06,380000,"SingleFamily",2015,458000,1120,11001,NA,NA,2789,12.8479265317026,13.0346244630963,7.02108396428914,7.93343838762749,"12"
32114160,40.67541,-73.85825,1950,3,6,2016-04-12,793000,"MultiFamily2To4",2015,548000,3188,11417,NA,NA,3998,13.583578500617,13.2140305659302,8.06714903991011,8.29354951506035,"4"
89335976,40.707823,-74.013711,1929,1,1,2014-04-23,1150000,"Condominium",2014,194630,960,10006,NA,NA,NA,13.9552725003394,12.1788555992366,6.86693328446188,NA,"8"
30603440,40.687135,-73.93803,1899,2,2,2013-05-02,120000,"SingleFamily",2015,509000,1620,11221,NA,NA,1800,11.6952470217642,13.1402032955327,7.39018142822643,7.49554194388426,"14"
29834449,40.883675,-73.848585,1988,4,7,2016-01-15,630000,"MultiFamily2To4",2015,421000,3400,10466,NA,NA,2178,13.3534750983677,12.9503881126645,8.13153071060425,7.68616230349291,"3"
31493014,40.708096,-74.017197,1990,2,3,2015-08-03,510000,"Condominium",2015,166334,1200,10280,NA,NA,NA,13.1421660047005,12.0217530940735,7.09007683577609,NA,"8"
29815727,40.84559,-73.826615,1963,1,1,2013-12-19,210000,"Cooperative",2015,4852000,135250,10461,NA,NA,1306,12.2548628096996,15.3949015490461,11.8148801967087,7.17472430983638,"3"
32330207,40.57725,-74.109095,1925,3,5,2013-07-02,475000,"MultiFamily2To4",2015,625000,2000,10306,NA,NA,3800,13.0710700830168,13.3455069287185,7.60090245954208,8.24275634571448,"13"
30603453,40.68757,-73.934245,1905,3.5,5,2015-10-06,998000,"Townhouse",2015,738000,2520,11221,NA,NA,2000,13.8135085552936,13.5116991035826,7.83201418050547,7.60090245954208,"14"
32276870,40.6289,-74.126735,1917,2,2,2013-08-06,239990,"SingleFamily",2015,253000,1056,10310,NA,NA,1400,12.3883525347894,12.4411447677097,6.96224346426621,7.24422751560335,"13"
31969127,40.75832,-73.8679,1901,2,5,2014-01-07,495000,"MultiFamily2To4",2015,535000,2616,11369,NA,NA,3000,13.1123130415508,13.1900220258781,7.86940171257709,8.00636756765025,"1"
30723902,40.630755,-73.959225,1907,4,5,2014-07-22,1250000,"SingleFamily",2015,1092000,3000,11230,NA,NA,5000,14.0386541092785,13.903521435287,8.00636756765025,8.51719319141624,"7"
79732928,40.769783,-73.934705,2006,1,1,2014-02-14,300000,"MultiFamily2To4",2015,102447,550,11102,NA,NA,NA,12.6115377536383,11.5371008706614,6.30991827822652,NA,"9"
89336080,40.705043,-74.008117,1985,1,0,2016-02-01,6065000,"Condominium",2015,299022,1011,10005,NA,NA,NA,15.6180451003603,12.6082724282614,6.91869521902047,NA,"8"
63865279,40.735305,-74.001235,1964,1,1,2014-05-13,1578287,"MultiFamily2To4",2015,114872,702,10014,NA,NA,NA,14.2718506396427,11.6515737439742,6.55393340402581,NA,"8"
32106547,40.69464,-73.852935,1910,2,4,2015-09-15,480000,"SingleFamily",2015,419000,1400,11421,NA,NA,831,13.0815413828841,12.9456261989043,7.24422751560335,6.72262979485545,"4"
68312689,40.702246,-73.98973,1916,1,1,2006-03-31,1272812,"MultiFamily2To4",2015,143357,1400,11201,NA,NA,NA,14.056739183994,11.8730933016505,7.24422751560335,NA,"8"
63870990,40.764041,-73.962127,1963,2,2,2014-04-28,1900000,"Condominium",2014,316349,1400,10065,NA,NA,NA,14.4573644441367,12.6646013135142,7.24422751560335,NA,"2"
30596481,40.671674,-73.930569,1901,2,2,2013-09-03,575000,"MultiFamily2To4",2007,328000,1040,11213,NA,NA,1600,13.2621253197795,12.7007688873663,6.94697599213542,7.37775890822787,"14"
30722040,40.605505,-73.971555,1920,2,4,2014-05-19,575000,"Townhouse",2015,862000,1770,11223,NA,NA,2000,13.2621253197795,13.6670105496458,7.47873482556787,7.60090245954208,"7"
30570112,40.681585,-73.99653,1931,2,3,2014-12-11,2300000,"MultiFamily2To4",2007,1230000,3200,11231,NA,NA,1300,14.6484196808994,14.0225247273486,8.07090608878782,7.17011954344963,"8"
32181535,40.68363,-73.7947,1955,1.5,3,2014-10-10,399999,"Condominium",2015,328000,1190,11436,NA,NA,3500,12.899217326087,12.7007688873663,7.08170858610557,8.1605182474775,"6"
30712184,40.60498,-74.003555,1925,3,4,2015-02-03,702000,"MultiFamily2To4",2015,6e+05,1440,11214,NA,NA,1187,13.4616886830079,13.3046849341983,7.27239839257005,7.07918439460967,"7"
31263044,40.616249,-73.755172,1962,2.5,2,2015-08-10,265000,"SingleFamily",2015,290800,1440,11096,NA,NA,3855,12.4874851049684,12.5803910246415,7.27239839257005,8.25712628599743,"10"
64523431,40.628266,-74.150072,2004,4,3,2013-06-26,410000,"MultiFamily2To4",2015,341000,1656,10303,NA,NA,2900,12.9239124386805,12.7396377562657,7.4121603349452,7.97246601597457,"13"
63869262,40.789722,-73.966552,1929,2,2,2015-11-16,1961000,"Condominium",2015,302231,1199,10025,NA,NA,NA,14.4889651051785,12.6189469046318,7.08924315502751,NA,"2"
32109733,40.687905,-73.85768,1910,3,5,2014-01-23,525000,"MultiFamily2To4",2015,433000,1936,11421,NA,NA,1900,13.1711535415738,12.9784930069846,7.56837926783652,7.54960916515453,"4"
32329844,40.57996,-74.104715,1920,1,3,2013-08-23,385000,"SingleFamily",2015,356000,1380,10306,NA,NA,6500,12.8609986132699,12.7826860098342,7.22983877815125,8.77955745588373,"13"
79735920,40.763683,-73.883369,1950,1,2,2014-01-02,460000,"SingleFamily",2015,503000,1500,11369,NA,NA,1933,13.0389817684653,13.1283454490819,7.3132203870903,7.56682847920833,"1"
32213077,40.65334,-73.726194,1973,3,4,2015-12-01,442500,"SingleFamily",2015,362000,2306,11422,NA,NA,2604,13.0001957434301,12.7993994908079,7.743269700829,7.86480400332846,"10"
29783237,40.831154,-73.899104,1901,1,4,2013-10-22,262119,"Apartment",2015,486000,3918,10459,NA,NA,3450,12.4765538780996,13.0939639028826,8.27333659850449,8.14612951002541,"11"
83932410,40.748451,-73.995773,2006,2,2,2015-08-24,1723000,"Condominium",2014,285248,1147,10001,NA,NA,7592,14.3595775155101,12.5611142563062,7.04490511712937,8.93485034028976,"2"
32027097,40.79951,-73.820275,1950,4,4,2004-11-26,1550000,"SingleFamily",2015,1248000,3292,11357,"$2,180,000","http://www.zillow.com/homes/for_sale/32027097_zpid",9600,14.2537654888954,14.0370528279115,8.09925056179696,9.16951837745593,"5"
30740478,40.581735,-73.964665,1910,1,2,2013-06-06,105000,"SingleFamily",2015,326000,810,11235,NA,NA,1860,11.5617156291397,12.6946526603488,6.69703424766648,7.52833176670725,"7"
32306375,40.622569,-74.16389,1985,1,2,2015-04-30,162000,"Condominium",2015,160465,782,10303,NA,NA,435,11.9953516142145,11.985831129236,6.66185474054531,6.07534603108868,"13"
30671587,40.65175,-73.973585,1910,2,2,2015-07-08,1650000,"MultiFamily2To4",2015,1259000,2400,11218,NA,NA,5279,14.3162858458768,14.0458283130265,7.78322401633604,8.57149196482362,"7"
32330974,40.5723,-74.112034,1950,2,5,2015-10-09,546000,"SingleFamily",2015,460000,1170,10306,NA,NA,6000,13.210374254727,13.0389817684653,7.0647590277918,8.69951474821019,"13"
30673843,40.642605,-73.97566,1910,4,5,2016-04-06,1499000,"Townhouse",2015,793000,2420,11218,NA,NA,3000,14.2203087770847,13.583578500617,7.79152281915073,8.00636756765025,"7"
80013938,40.757461,-73.979286,2006,2.5,2,2013-10-23,2380000,"Condominium",2014,437283,1266,10036,NA,NA,NA,14.6826110456477,12.9883358617311,7.14361760270412,NA,"2"
30638458,40.6763,-73.88778,1901,5,6,2007-10-03,466400,"MultiFamily2To4",2015,440000,1792,11207,"$689,000","http://www.zillow.com/homes/for_sale/30638458_zpid",2500,13.0527989140184,12.9945300058944,7.49108759353488,7.82404601085629,"4"
32134336,40.70964,-73.780785,1925,3,5,2014-05-07,435000,"SingleFamily",2015,443000,1824,11432,NA,NA,3000,12.9831013100708,13.0013250490273,7.50878717063428,8.00636756765025,"6"
32020546,40.793653,-73.846933,1985,2.5,4,2015-12-29,618000,"Condominium",2015,499525,2010,11356,NA,NA,1674,13.3342437364398,13.1214129258683,7.60589000105312,7.42297125104942,"5"
32329932,40.577754,-74.105125,1935,1,3,2013-09-10,425000,"SingleFamily",2015,320000,1331,10306,NA,NA,5000,12.9598444479066,12.6760762747759,7.19368581839511,8.51719319141624,"13"
83042424,40.690464,-73.906234,1910,1,1,2012-08-08,240000,"Condominium",2015,72804,694,11207,"$440,000","http://www.zillow.com/homes/for_sale/83042424_zpid",NA,12.3883942023241,11.1955261777303,6.5424719605068,NA,"14"
32107136,40.688095,-73.8671,1950,2,5,2016-01-19,528000,"MultiFamily2To4",2015,395000,2120,11421,NA,NA,1598,13.1768515626884,12.8866410438833,7.65917136766606,7.37650812632622,"4"
112515010,40.808484,-73.952342,2008,1,1,2015-07-27,761000,"MultiFamily2To4",2014,111319,679,10027,NA,NA,NA,13.5423886368438,11.6201552324877,6.5206211275587,NA,"11"
29838392,40.896265,-73.85038,1930,1,3,2014-09-24,245000,"SingleFamily",2015,323000,1400,10466,NA,NA,2238,12.4090134895269,12.6854076022048,7.24422751560335,7.71333788887187,"3"
32349225,40.536825,-74.148025,1975,2,2,2014-08-07,335000,"SingleFamily",2015,218000,936,10308,NA,NA,1773,12.7218858108072,12.2922503417712,6.84161547647759,7.48042830607421,"13"
31545960,40.771987,-73.949134,1925,1,1,2015-09-17,770000,"Condominium",2014,230083,897,10021,NA,NA,NA,13.5541457938299,12.3461953923728,6.7990558620588,NA,"9"
30702639,40.623599,-74.004415,1931,2.5,6,2015-06-29,1390000,"Miscellaneous",2007,539000,500,11228,NA,NA,1900,14.1448143051069,13.1974708498911,6.21460809842219,7.54960916515453,"7"
32062666,40.761105,-73.77539,1901,1.5,5,2016-01-28,795000,"SingleFamily",2015,929000,2200,11361,NA,NA,4000,13.5860973936365,13.741864017796,7.69621263934641,8.29404964010203,"5"
30635806,40.66164,-73.89932,1910,5,5,2016-03-09,640000,"Townhouse",2015,510000,2080,11207,NA,NA,2308,13.3692234553359,13.1421660047005,7.64012317269536,7.74413662762799,"14"
32089166,40.73267,-73.759805,1940,1,2,2013-08-05,519000,"SingleFamily",2015,686000,1235,11427,NA,NA,4000,13.159659162148,13.438632906708,7.11882624906208,8.29404964010203,"12"
79978898,40.761363,-73.999221,2005,1,1,2016-02-01,868000,"MultiFamily2To4",2015,177803,650,10036,NA,NA,NA,13.6739469936425,12.0884314748105,6.47697236288968,NA,"2"
65321879,40.80651,-73.954879,2004,2,2,2015-04-07,940000,"Condominium",2014,169226,1080,10026,NA,NA,NA,13.7536351542462,12.0389903786517,6.98471632011827,NA,"11"
30675773,40.631565,-73.97767,1931,2,6,2015-05-22,999999,"Miscellaneous",2007,432000,3300,11218,NA,NA,2000,13.8155095579638,12.9761808672262,8.10167774745457,7.60090245954208,"7"
79978814,40.763759,-73.985992,2005,2,1,2010-09-30,895000,"Condominium",2014,234272,729,10019,"$1,460,000","http://www.zillow.com/homes/for_sale/79978814_zpid",NA,13.704578997257,12.3642381124464,6.59167373200866,NA,"2"
79712845,40.728505,-73.948246,2006,1,1,2007-12-12,470000,"Condominium",2015,97491,638,11222,"$735,000","http://www.zillow.com/homes/for_sale/79712845_zpid",1259,13.0604879736862,11.487515345033,6.45833828334479,7.13807303404435,"9"
29788029,40.869095,-73.889745,1931,4,7,2015-01-05,775000,"MultiFamily2To4",2007,465000,3151,10458,NA,NA,3029,13.5606183083355,13.0497926845695,8.05547514175727,8.01598781102724,"3"
30664501,40.661075,-73.954195,1910,2,3,2013-09-25,1450000,"Townhouse",2015,948000,2580,11225,NA,NA,2100,14.1870741143968,13.7621097812372,7.85554467791566,7.64969262371151,"14"
31550586,40.795219,-73.972351,1983,1,1,2015-02-02,805000,"Condominium",2015,117060,650,10025,NA,NA,40400,13.5985975564007,11.6704419028452,6.47697236288968,10.6065850639492,"2"
32043000,40.748715,-73.81091,1960,2,4,2014-11-12,1138000,"Apartment",2015,874000,2392,11355,NA,NA,4200,13.9447828936684,13.6808356546377,7.77988511507052,8.34283980427146,"5"
31525900,40.790688,-73.975044,1985,2.5,2,2014-10-15,1420000,"Condominium",2014,247760,1200,10024,NA,NA,16362,14.1661674295774,12.4202158146471,7.09007683577609,9.70271685207364,"2"
63868843,40.780998,-73.976722,1900,1,0,2016-03-15,510000,"Condominium",2015,56082,300,10024,NA,NA,3535,13.1421660047005,10.9345701844106,5.7037824746562,8.17046857833067,"2"
30651553,40.66115,-73.9234,1930,4,7,2015-10-28,625000,"MultiFamily2To4",2015,134000,3198,11212,NA,NA,2500,13.3455069287185,11.805595078933,8.0702808933939,7.82404601085629,"14"
30613945,40.68307,-73.959615,1899,7,9,2014-07-17,2625000,"MultiFamily2To4",2015,1136000,5088,11238,NA,NA,1263,14.7805914540079,13.9430238782632,8.53464010501996,7.14124512235049,"14"
32140609,40.699884,-73.78629,1920,2,5,2009-09-18,371530,"MultiFamily2To4",2015,439000,2450,11433,"$529,000","http://www.zillow.com/homes/for_sale/32140609_zpid",4000,12.8253848935808,12.9922546920573,7.80384330353877,8.29404964010203,"6"
30695926,40.627105,-74.021365,1920,1,2,2013-12-06,728000,"SingleFamily",2015,725000,2196,11209,NA,NA,18,13.4980563271788,13.4939269338368,7.69439280262942,2.89037175789616,"7"
30721303,40.604555,-73.98638,1955,3,4,2005-12-19,612500,"MultiFamily2To4",2015,749000,1989,11223,"$1,049,000","http://www.zillow.com/homes/for_sale/30721303_zpid",1883,13.325304221401,13.5264942624994,7.59538727885397,7.54062152865715,"7"
30585075,40.668795,-73.98844,1899,4,3,2013-09-19,2000000,"Townhouse",2015,1564000,1944,11215,NA,NA,1667,14.5086577385242,14.2627572000874,7.57250298502038,7.41878088275079,"8"
29853745,40.908975,-73.90133,1925,1.5,3,2012-09-17,475000,"SingleFamily",2015,522000,2595,10471,"$739,000","http://www.zillow.com/homes/for_sale/29853745_zpid",2375,13.0710700830168,13.1654228668648,7.86134179559999,7.77275271646874,"3"
89066884,40.743255,-73.923133,2006,1,1,2016-03-21,525000,"MultiFamily2To4",2015,122196,787,11104,NA,NA,10000,13.1711535415738,11.7133815919597,6.6682282484174,9.21034037197618,"9"
32072297,40.723565,-73.812405,1950,3,4,2013-11-20,579000,"SingleFamily",2015,514000,1300,11367,NA,NA,1785,13.2690577565551,13.1499785444373,7.17011954344963,7.48717369421374,"6"
32120495,40.69844,-73.822905,1915,2,2,2013-08-19,245000,"SingleFamily",2015,261000,860,11418,NA,NA,1567,12.4090134895269,12.4722756863048,6.75693238924755,7.35691824235602,"4"
32080282,40.723079,-73.789895,1930,4,6,2015-08-14,1400000,"SingleFamily",2015,997000,2520,11432,NA,NA,40,14.1519827945855,13.812506048944,7.83201418050547,3.68887945411394,"6"
30608264,40.688745,-73.950115,1899,10,5,2015-04-02,999000,"MultiFamily2To4",2015,729000,3000,11216,NA,NA,1875,13.8145100576307,13.4994290109908,8.00636756765025,7.53636393840451,"14"
32055517,40.788005,-73.78359,1960,1.5,3,2014-12-15,780000,"SingleFamily",2015,776000,1300,11360,NA,NA,3657,13.5670491986658,13.5619077991654,7.17011954344963,8.20439841814938,"5"
120287932,40.790459,-73.947235,2010,1,1,2013-12-02,615000,"MultiFamily2To4",2014,140815,722,10029,NA,NA,NA,13.3293775467887,11.8552022511226,6.58202513889283,NA,"11"
32182088,40.681325,-73.792939,1930,3,4,2014-05-30,375000,"SingleFamily",2015,340000,1170,11436,NA,NA,1800,12.8346813049525,12.7367008965923,7.0647590277918,7.49554194388426,"6"
32157982,40.702655,-73.747745,1935,2,5,2015-12-14,253000,"SingleFamily",2015,419000,1774,11429,NA,NA,3000,12.4411447677097,12.9456261989043,7.48099216286952,8.00636756765025,"6"
32109107,40.6868,-73.86518,1920,2,5,2014-02-24,432000,"MultiFamily2To4",2015,437000,1520,11421,NA,NA,2300,12.9761808672262,12.9876884740777,7.32646561384032,7.74066440191724,"4"
31969155,40.758485,-73.86701,1901,1,3,2013-07-19,510000,"SingleFamily",2015,503000,1958,11369,NA,NA,1958,13.1421660047005,13.1283454490819,7.57967882309046,7.57967882309046,"1"
30603988,40.68639,-73.931469,1899,3,3,2015-08-14,1250000,"Townhouse",2015,702000,2205,11221,NA,NA,2000,14.0386541092785,13.4616886830079,7.69848278788095,7.60090245954208,"14"
32297906,40.633224,-74.1404,1910,2,3,2013-11-25,388000,"SingleFamily",2015,388000,2222,10302,NA,NA,4750,12.8687606186054,12.8687606186054,7.70616297019958,8.46589989702869,"13"
32176189,40.670109,-73.817305,1940,2,3,2014-01-28,415000,"SingleFamily",2015,431000,1195,11420,NA,NA,2707,12.9360337992128,12.9738633690859,7.08590146436561,7.9035962896143,"4"
31943739,40.773435,-73.897754,1959,3,5,2016-03-21,1150000,"MultiFamily2To4",2015,931000,2620,11105,NA,NA,1999,13.9552725003394,13.7440145562592,7.87092959675514,7.6004023345004,"1"
32277568,40.63105,-74.099785,1935,2,3,2014-06-23,340000,"SingleFamily",2015,518000,1313,10301,NA,NA,3811,12.7367008965923,13.1577305212416,7.1800698743028,8.24564690087386,"13"
32071580,40.73708,-73.8069,2010,1,3,2014-01-02,2000000,"Townhouse",2015,344000,1100,11365,NA,NA,2520,14.5086577385242,12.7483969363555,7.00306545878646,7.83201418050547,"5"
30707809,40.616895,-74.00691,1925,2.75,5,2013-11-08,865000,"MultiFamily2To4",2015,834000,1910,11228,NA,NA,2300,13.670484785914,13.6339886813409,7.55485852104068,7.74066440191724,"7"
79738221,40.706901,-73.835395,2005,1,2,2015-09-17,489000,"Condominium",2015,130435,1100,11418,NA,NA,NA,13.100117768457,11.7786302973685,7.00306545878646,NA,"4"
30671176,40.65182,-73.97775,1899,1,1,2013-11-25,900000,"Apartment",2015,1189000,2481,11218,NA,NA,2500,13.7101500423064,13.9886231756729,7.8164169836918,7.82404601085629,"7"
30677857,40.626185,-73.98097,1945,2,4,2015-08-03,960500,"Townhouse",2015,696000,1818,11204,NA,NA,2171,13.7752092611907,13.4531049393166,7.50549227473742,7.68294316987829,"7"
32330297,40.578109,-74.10679,1955,2,4,2013-06-27,387500,"SingleFamily",2015,389000,1464,10306,NA,NA,5544,12.8674711277755,12.8713346226006,7.28892769452126,8.62047154086974,"13"
31521933,40.782333,-73.97686,1987,1,1,2014-07-02,891000,"Condominium",2014,147707,581,10024,NA,NA,NA,13.7000997064529,11.9029858607614,6.36475075685191,NA,"2"
32299685,40.634735,-74.1567,1915,2,3,2014-02-19,278000,"SingleFamily",2015,283000,1159,10303,NA,NA,5000,12.5353763926728,12.5532021766254,7.05531284333975,8.51719319141624,"13"
62723333,40.628588,-74.15637,2001,2.5,3,2015-09-25,310000,"Townhouse",2015,319000,2100,10303,NA,NA,2400,12.6443275764613,12.672946381767,7.64969262371151,7.78322401633604,"13"
30771661,40.629395,-73.9035,1960,4,8,2013-09-20,630000,"Duplex",2015,655000,3920,11236,NA,NA,49,13.3534750983677,13.3923905146174,8.27384693278451,3.89182029811063,"15"
30683279,40.641935,-73.989,1920,3,8,2014-10-02,675000,"SingleFamily",2015,834000,5710,11218,NA,NA,757,13.4224679698547,13.6339886813409,8.64997430265006,6.62936325343745,"7"
31535702,40.775016,-73.959587,1985,2.5,2,2015-03-23,2825000,"Condominium",2014,453412,1350,10075,NA,NA,NA,14.8540189225627,13.0245564834014,7.20785987143248,NA,"2"
29847950,40.829325,-73.832825,1945,3,3,2014-12-15,425000,"SingleFamily",2015,338000,1835,10465,NA,NA,2644,12.9598444479066,12.7308011744652,7.51479976048867,7.88004820097158,"3"
31960085,40.76232,-73.878355,1930,2.5,5,2014-07-15,655000,"MultiFamily2To4",2015,605000,1480,11369,NA,NA,2000,13.3923905146174,13.312983737013,7.29979736675816,7.60090245954208,"1"
29839168,40.90163,-73.856034,1960,3,0,2015-10-21,520000,"MultiFamily2To4",2015,511000,2800,10470,NA,NA,1999,13.1615840905576,13.1441248691858,7.9373746961633,7.6004023345004,"3"
32348375,40.54003,-74.14938,1992,2,0,2014-10-10,365000,"Townhouse",2015,392000,1200,10308,NA,NA,2200,12.8076526325646,12.8790171187726,7.09007683577609,7.69621263934641,"13"
30586342,40.6662,-73.993005,1899,2,3,2014-06-02,780000,"SingleFamily",2015,917000,1680,11215,NA,NA,2540,13.5670491986658,13.7288627512386,7.4265490723973,7.83991936001258,"8"
32213450,40.655305,-73.745265,1965,2,3,2015-05-01,325000,"SingleFamily",2015,361000,2043,11422,NA,NA,2700,12.6915804613119,12.796633237315,7.62217459481762,7.90100705199242,"10"
30573469,40.676655,-74.014109,1899,5,6,2014-01-23,2485000,"MultiFamily2To4",2007,344000,4000,11231,NA,NA,2250,14.7257832175129,12.7483969363555,8.29404964010203,7.71868549519847,"8"
30596154,40.67321,-73.934305,1899,2,6,2013-07-12,565000,"SingleFamily",2015,377000,2052,11213,NA,NA,1799,13.2445810101286,12.8400004664301,7.62657020629066,7.49498623395053,"14"
32149997,40.7241,-73.748725,1950,2,3,2013-06-12,392000,"Townhouse",2015,399000,1589,11427,NA,NA,758815,12.8790171187726,12.896716695872,7.37086016653672,13.5395132849024,"12"
31538047,40.763977,-73.961456,1987,1,1,2015-06-11,875000,"MultiFamily2To4",2015,220349,763,10021,NA,NA,NA,13.6819791653398,12.3029679320252,6.63725803128446,NA,"2"
62635538,40.89767,-73.875289,1930,1,2,2013-08-15,240000,"SingleFamily",2015,350000,1400,10470,NA,NA,963,12.3883942023241,12.7656884334656,7.24422751560335,6.87005341179813,"3"
32112897,40.68552,-73.84423,1920,1.5,6,2014-11-26,650000,"SingleFamily",2015,423000,1752,11416,NA,NA,5750,13.3847276418718,12.9551274580284,7.46851327149634,8.6569551337914,"4"
