"zillow_id","latitude","longitude","year_built","bathrooms","bedrooms","last_sold_date","last_sold_price","home_type","tax_year","tax_value","home_size","zipcode","list","url","property_size","log_last_sold_price","log_tax_value","log_home_size","log_property_size","location_cluster"
31947397,40.78021,-73.913559,1935,1,1,2013-05-10,765000,"MultiFamily2To4",2015,828000,1728,11105,NA,NA,1800,13.5476311128087,13.6267684333674,7.454719949364,7.49554194388426,"9"
32010727,40.7054,-73.898465,1930,3,17,2016-03-09,950000,"MultiFamily2To4",2015,625000,1200,11385,NA,NA,1485,13.7642172635767,13.3455069287185,7.09007683577609,7.3031700512368,"1"
32058026,40.77312,-73.780605,1950,2.5,3,2016-01-27,785000,"SingleFamily",2015,765000,1025,11360,NA,NA,4000,13.5734389967645,13.5476311128087,6.93244789157251,8.29404964010203,"5"
62648132,40.69928,-73.922695,2002,5,9,2014-01-06,700000,"MultiFamily2To4",2015,666000,3300,11237,NA,NA,1498,13.4588356140255,13.4090449495225,8.10167774745457,7.31188616407716,"14"
31941608,40.76537,-73.911239,1880,2,5,2013-06-06,775000,"MultiFamily2To4",2015,713000,1672,11103,NA,NA,2425,13.5606183083355,13.4772366993964,7.42177579364465,7.79358680337158,"9"
32276552,40.629795,-74.118995,1920,2.5,3,2015-12-09,330000,"SingleFamily",2015,362000,2800,10310,NA,NA,3700,12.7068479334427,12.7993994908079,7.9373746961633,8.21608809863232,"13"
32106294,40.69396,-73.856145,1930,2,3,2015-04-10,430000,"SingleFamily",2015,365000,1156,11421,NA,NA,1999,12.9715404876697,12.8076526325646,7.05272104923232,7.6004023345004,"4"
112086857,40.798023,-73.934806,2007,1,1,2011-04-26,496860,"Condominium",2014,120187,983,10035,NA,NA,2500,13.1160635752558,11.6968041421561,6.89060912014717,7.82404601085629,"11"
32139000,40.69655,-73.78752,1925,1,3,2009-12-03,222600,"SingleFamily",2015,312000,1014,11433,"$430,000","http://www.zillow.com/homes/for_sale/32139000_zpid",2500,12.3131317178236,12.6507584667916,6.92165818415113,7.82404601085629,"6"
31499114,40.73034,-74.00595,1901,5,4,2014-08-05,11450000,"Townhouse",2014,8668000,4368,10014,NA,NA,2100,16.2535002879645,15.9751486416384,8.38206051742474,7.64969262371151,"8"
32114334,40.67713,-73.852615,1925,1,3,2016-01-27,475000,"SingleFamily",2015,363000,1230,11417,NA,NA,1825,13.0710700830168,12.802158113247,7.11476944836646,7.50933526601659,"4"
65317231,40.765132,-73.982383,2002,2,2,2008-09-19,2865000,"Condominium",2014,352059,1412,10019,"$3,300,000","http://www.zillow.com/homes/for_sale/65317231_zpid",NA,14.868078908131,12.771554054171,7.25276241805319,NA,"2"
89071900,40.742657,-73.95776,2007,1,1,2011-06-01,450000,"Condominium",2015,80131,696,11101,"$885,000","http://www.zillow.com/homes/for_sale/89071900_zpid",NA,13.0170028617465,11.2914180744147,6.54534966033442,NA,"9"
31501530,40.73389,-74.00811,1985,1,0,2015-08-25,980000,"MultiFamily2To4",2014,203034,575,10014,NA,NA,NA,13.7953078506468,12.2211287316842,6.35437004079735,NA,"8"
32000300,40.725145,-73.86285,1936,2,3,2016-02-22,768100,"SingleFamily",2015,782000,1700,11374,NA,NA,2354,13.5516752119868,13.5696100195274,7.43838353004431,7.76387128782022,"1"
32036574,40.769075,-73.79274,1953,2,3,2015-05-04,520000,"SingleFamily",2015,492000,1024,11358,NA,NA,1694,13.1615840905576,13.1062339954744,6.93147180559945,7.434847875212,"5"
80013172,40.760581,-73.972908,2003,3.5,3,2007-12-26,5243987,"Condominium",2014,878287,2302,10022,"$7,700,000","http://www.zillow.com/homes/for_sale/80013172_zpid",NA,15.472592644839,13.6857286984749,7.74153358928183,NA,"2"
32302055,40.62177,-74.145355,1945,2,3,2013-08-07,405000,"SingleFamily",2015,356000,1230,10302,NA,NA,3200,12.9116423460887,12.7826860098342,7.11476944836646,8.07090608878782,"13"
30680276,40.62401,-73.991075,1935,2,4,2014-05-28,820000,"SingleFamily",2013,285000,2040,11204,NA,NA,3100,13.6170596192404,12.5602444592508,7.62070508683826,8.03915739047324,"7"
31521980,40.777465,-73.985702,1961,1,2,2013-06-06,1495000,"Cooperative",2014,67777000,493268,10023,NA,NA,79296,14.2176367648069,18.0317334623197,13.1088079158698,11.2809429649888,"2"
32053129,40.74243,-73.787065,1945,2,3,2014-10-09,725000,"SingleFamily",2015,715000,1502,11365,NA,NA,4000,13.4939269338368,13.4800378216761,7.31455283232408,8.29404964010203,"5"
32099694,40.738204,-73.715885,1950,2.5,4,2014-06-02,535000,"SingleFamily",2015,575000,1376,11426,NA,NA,4000,13.1900220258781,13.2621253197795,7.22693601849329,8.29404964010203,"12"
30722081,40.60594,-73.97063,1925,1.5,3,2014-09-23,810000,"SingleFamily",2015,850000,1120,11223,NA,NA,2307,13.6047895266486,13.6529916284665,7.02108396428914,7.74370325817375,"7"
31986504,40.722035,-73.906755,1920,2,3,2015-12-10,670000,"Duplex",2015,570000,1490,11378,NA,NA,2500,13.4150329913671,13.2533916398107,7.30653139893951,7.82404601085629,"1"
32034122,40.77211,-73.811309,1950,2,3,2014-12-17,723000,"SingleFamily",2015,684000,1925,11354,NA,NA,4000,13.4911645011409,13.4357131966047,7.56268124672188,8.29404964010203,"5"
30706149,40.614615,-73.998975,1930,3,5,2016-03-11,850000,"SingleFamily",2015,784000,2028,11214,NA,NA,1800,13.6529916284665,13.5721642993325,7.61480536471107,7.49554194388426,"7"
55502371,40.752563,-73.967819,2001,2,2,2016-01-13,2565000,"Condominium",2015,331882,1478,10017,NA,NA,NA,14.757469036587,12.7125347630346,7.29844510150815,NA,"2"
31971537,40.75076,-73.86075,1925,2,4,2014-07-15,475000,"SingleFamily",2015,389000,1305,11368,NA,NA,3125,13.0710700830168,12.8713346226006,7.17395831975679,8.0471895621705,"1"
32091681,40.73009,-73.730404,1940,2,3,2014-01-08,563000,"SingleFamily",2015,556000,1774,11426,NA,NA,4300,13.2410349071218,13.2285235732327,7.48099216286952,8.36637030168165,"12"
30579410,40.639844,-74.01417,1899,3,5,2015-11-09,1095000,"MultiFamily2To4",2015,879000,2820,11220,NA,NA,2003,13.9062649212327,13.6865401766673,7.94449216393216,7.60240133566582,"7"
32189833,40.68595,-73.775845,1930,3,5,2014-06-05,400000,"SingleFamily",2015,296000,1608,11434,NA,NA,3131,12.8992198260901,12.5981147333062,7.38274644973891,8.04910772132641,"6"
31968710,40.76484,-73.86408,1930,3,6,2014-01-13,725000,"MultiFamily2To4",2015,685000,1980,11369,NA,NA,3001,13.4939269338368,13.4371741172444,7.59085212368858,8.00670084544037,"1"
32299397,40.63248,-74.15484,1925,2,5,2015-06-09,165000,"MultiFamily2To4",2015,309000,2020,10303,NA,NA,4035,12.0137007528827,12.6410965558799,7.61085279039525,8.30276158070405,"13"
32305077,40.617908,-74.165373,1981,3,4,2016-01-19,355000,"SingleFamily",2015,425000,2400,10314,NA,NA,2583,12.7798730684576,12.9598444479066,7.78322401633604,7.85670679309584,"13"
2098933132,40.7027,-73.991,2002,2,2,2008-05-30,825000,"Condominium",2015,98265,1010,11201,"$1,325,000","http://www.zillow.com/homes/for_sale/2098933132_zpid",NA,13.6231386653168,11.4954231898341,6.9177056098353,NA,"8"
32097280,40.7469,-73.730545,1950,2,3,2015-10-27,725000,"SingleFamily",2015,687000,1150,11362,NA,NA,3998,13.4939269338368,13.4400895712045,7.0475172213573,8.29354951506035,"12"
30707063,40.61946,-74.01021,1920,2,3,2008-08-15,565000,"SingleFamily",2015,633000,1300,11228,"$899,000","http://www.zillow.com/homes/for_sale/30707063_zpid",1500,13.2445810101286,13.3582257011263,7.17011954344963,7.3132203870903,"7"
31967620,40.746745,-73.867595,1974,6,8,2015-12-30,1230000,"MultiFamily2To4",2015,952000,3732,11368,NA,NA,2134,14.0225247273486,13.7663203137735,8.22469956196723,7.6657534318617,"1"
121710503,40.726512,-73.947738,2010,1.5,1,2015-07-28,500000,"Condominium",2015,93216,762,11222,NA,NA,NA,13.1223633774043,11.4426746597592,6.63594655568665,NA,"9"
29834745,40.888675,-73.844245,1965,1,3,2015-06-09,440000,"SingleFamily",2015,422000,1995,10466,NA,NA,2714,12.9945300058944,12.9527605930181,7.59839932932396,7.90617884039481,"3"
32140514,40.70142,-73.785575,1996,2,6,2016-03-02,540000,"MultiFamily2To4",2015,396000,2100,11433,NA,NA,2931,13.1993244185405,12.8891694902366,7.64969262371151,7.98309894071089,"6"
32144740,40.715095,-73.762,1925,3,3,2015-08-26,405000,"SingleFamily",2015,454000,1152,11423,NA,NA,3125,12.9116423460887,13.0258524770235,7.04925484125584,8.0471895621705,"6"
89067820,40.742973,-73.957977,1890,1,1,2014-05-08,835000,"Condominium",2015,59738,1013,11101,NA,NA,27825,13.635187003833,10.9977236128033,6.92067150424868,10.2336901761437,"9"
30665016,40.65864,-73.959355,1901,4.5,6,2014-02-04,1850000,"MultiFamily2To4",2015,1661000,3400,11225,NA,NA,4000,14.4306961970545,14.3229303885954,8.13153071060425,8.29404964010203,"14"
30651345,40.659115,-73.926075,1935,3,5,2014-06-09,540000,"MultiFamily2To4",2015,521000,3360,11212,NA,NA,2475,13.1993244185405,13.1635053207355,8.11969625295725,7.81399567500279,"14"
32047008,40.75725,-73.805995,1930,2,3,2014-07-16,729000,"SingleFamily",2015,835000,1000,11358,NA,NA,2600,13.4994290109908,13.635187003833,6.90775527898214,7.86326672400957,"5"
30771023,40.630374,-73.906209,1988,2,2,2006-03-27,330000,"Condominium",2015,301877,931,11236,"$299,999","http://www.zillow.com/homes/for_sale/30771023_zpid",127378,12.7068479334427,12.6177749286258,6.83625927727707,11.7549143227501,"15"
29834749,40.888385,-73.844075,1940,2,3,2015-12-14,389000,"SingleFamily",2015,297000,1584,10466,NA,NA,2003,12.8713346226006,12.6014874177848,7.36770857237437,7.60240133566582,"3"
80006930,40.810672,-73.940093,2004,2.5,3,2014-04-28,952525,"Condominium",2014,199789,1569,10037,NA,NA,NA,13.7668716323577,12.205017088626,7.35819375273303,NA,"11"
30699919,40.62337,-74.03508,1920,1.5,4,2015-02-02,849000,"SingleFamily",2015,968000,1920,11209,NA,NA,2100,13.6518144652935,13.7829873662587,7.56008046502183,7.64969262371151,"7"
32289294,40.612195,-74.123125,1925,3,3,2014-10-06,465000,"SingleFamily",2015,449000,1800,10314,NA,NA,3264,13.0497926845695,13.0147781667244,7.49554194388426,8.090708716084,"13"
32152411,40.723315,-73.730715,1930,4.5,4,2013-07-23,405000,"SingleFamily",2015,426000,3000,11428,NA,NA,3005,12.9116423460887,12.9621946252515,8.00636756765025,8.00803284696931,"12"
32101216,40.7284,-73.722655,1930,2,3,2015-11-02,480000,"SingleFamily",2015,463000,2000,11426,NA,NA,3058,13.0815413828841,13.0454823330684,7.60090245954208,8.02551638648901,"12"
83942738,40.760454,-73.993515,2007,1,1,2013-10-30,700000,"MultiFamily2To4",2014,189716,641,10036,NA,NA,10300,13.4588356140255,12.153283496067,6.46302945692067,9.23989917421773,"2"
89067598,40.743467,-73.951163,2007,1,1,2010-03-05,423216,"Condominium",2015,97021,817,11101,"$900,000","http://www.zillow.com/homes/for_sale/89067598_zpid",NA,12.9556379659949,11.4826827288993,6.70563909486,NA,"9"
32376059,40.505885,-74.243265,1910,2,3,2013-11-27,399000,"SingleFamily",2015,407000,1112,10307,NA,NA,2500,12.896716695872,12.9165684644247,7.01391547481053,7.82404601085629,"13"
31172280,40.7279,-73.690311,1927,2,3,2014-09-26,459000,"MultiFamily2To4",2015,366800,1412,11040,NA,NA,4000,13.0368054890427,12.8125720193644,7.25276241805319,8.29404964010203,"12"
30666303,40.64733,-73.965885,1901,3.5,5,2015-02-03,2000000,"Townhouse",2015,1188000,3025,11226,NA,NA,5500,14.5086577385242,13.9877817789047,8.01466637046494,8.61250337122056,"14"
31987607,40.720275,-73.903055,1925,2,4,2015-08-11,635000,"MultiFamily2To4",2015,605000,1728,11378,NA,NA,2150,13.3613802778748,13.312983737013,7.454719949364,7.67322312112171,"1"
32086415,40.753204,-73.755429,1965,2.5,3,2015-10-30,980000,"SingleFamily",2015,901000,2835,11364,NA,NA,3075,13.7953078506468,13.7112605365905,7.94979721616185,8.03106018024062,"12"
32277102,40.628455,-74.126775,1955,1.5,4,2015-11-09,375000,"SingleFamily",2015,274000,1209,10310,NA,NA,4218,12.8346813049525,12.5208833853702,7.09754885061479,8.34711636103872,"13"
32053091,40.741595,-73.787365,1950,1,4,2015-12-09,850000,"SingleFamily",2015,725000,1480,11365,NA,NA,4000,13.6529916284665,13.4939269338368,7.29979736675816,8.29404964010203,"5"
65317073,40.75259,-73.967552,2000,3,3,2005-03-24,3420683,"Condominium",2014,921315,2854,10017,NA,NA,NA,15.0453507967022,13.7335572763061,7.95647679803678,NA,"2"
31531659,40.753227,-73.967781,1984,1,1,2014-10-01,850000,"MultiFamily2To4",2015,212606,791,10017,NA,NA,NA,13.6529916284665,12.2671959665049,6.67329796776765,NA,"2"
32126249,40.679325,-73.83489,1945,3,3,2013-09-20,399000,"SingleFamily",2015,423000,1250,11417,NA,NA,3963,12.896716695872,12.9551274580284,7.13089883029635,8.28475659319044,"4"
117456050,40.796276,-73.949241,2008,4,4,2015-01-22,3200000,"Condominium",2014,458539,2162,10029,NA,NA,NA,14.97866136777,13.0358006270395,7.67878899819915,NA,"11"
32216364,40.652085,-73.840395,1965,2,3,2015-09-03,600000,"SingleFamily",2015,482000,3500,11414,NA,NA,3500,13.3046849341983,13.0856993930327,8.1605182474775,8.1605182474775,"4"
64750006,40.576981,-73.957746,2005,3,3,2005-05-18,789143,"Condominium",2015,161329,1565,11235,"$1,479,000","http://www.zillow.com/homes/for_sale/64750006_zpid",NA,13.5787028254842,11.9912010371658,7.35564110297425,NA,"15"
32142413,40.703825,-73.77994,1930,3,6,2014-02-24,190000,"SingleFamily",2015,478000,1600,11433,NA,NA,574,12.1547793511426,13.0773660114736,7.37775890822787,6.35262939631957,"6"
32320697,40.615309,-74.074951,1915,3,5,2014-09-12,270000,"MultiFamily2To4",2015,294000,1248,10305,NA,NA,3600,12.5061772379805,12.5913350463208,7.12929754892937,8.1886891244442,"13"
30715206,40.599955,-74.007075,1940,2,3,2014-06-05,675000,"MultiFamily2To4",2015,491000,1610,11214,NA,NA,2127,13.4224679698547,13.1041994067767,7.38398945797851,7.66246781520024,"7"
32375478,40.504665,-74.238178,1990,2,0,2014-12-30,265000,"Townhouse",2015,262000,1248,10307,NA,NA,744,12.4874851049684,12.4760997827432,7.12929754892937,6.61204103483309,"13"
30603487,40.688515,-73.927475,1931,4,6,2014-07-18,1050000,"MultiFamily2To4",2015,379000,3572,11221,NA,NA,2100,13.8643007221337,12.8452914840646,8.18088094199639,7.64969262371151,"14"
65321916,40.816437,-73.947632,2003,2,2,2014-12-24,685000,"Condominium",2014,200889,1104,10030,NA,NA,NA,13.4371741172444,12.2105077956952,7.00669522683704,NA,"11"
112088531,40.709156,-74.01371,2007,2,2,2014-04-18,2234305,"MultiFamily2To4",2014,297332,1175,10006,NA,NA,NA,14.6194407757024,12.602604638579,7.06902342657826,NA,"8"
32376653,40.506615,-74.25012,1996,3,4,2013-10-09,900000,"SingleFamily",2015,998000,4550,10307,NA,NA,8999,13.7101500423064,13.8135085552936,8.422882511945,9.10486873903395,"13"
89330650,40.827747,-73.950897,1920,1,1,2015-07-10,635000,"Condominium",2014,58538,953,10031,NA,NA,NA,13.3613802778748,10.9774313949885,6.8596149036542,NA,"11"
32119063,40.691604,-73.84262,1920,1.5,4,2015-07-17,365000,"SingleFamily",2015,434000,1800,11418,NA,NA,2500,12.8076526325646,12.9807998130825,7.49554194388426,7.82404601085629,"4"
30604010,40.68694,-73.929205,1905,3,4,2016-03-03,999000,"Townhouse",2015,704000,2184,11221,NA,NA,1733,13.8145100576307,13.4645336351402,7.6889133368648,7.45760928971561,"14"
30719109,40.612885,-73.96365,1975,5,8,2013-10-11,925000,"MultiFamily2To4",2015,1060000,3600,11230,NA,NA,3000,13.7375490164946,13.8737794660882,8.1886891244442,8.00636756765025,"7"
119572075,40.684723,-73.952385,2007,2,2,2013-02-05,599749,"Condominium",2015,66880,1934,11216,"$1,200,000","http://www.zillow.com/homes/for_sale/119572075_zpid",NA,13.3042665133392,11.1106552477586,7.56734567601324,NA,"14"
79738337,40.706817,-73.836107,2005,2,2,2007-06-13,489000,"Condominium",2015,117837,900,11418,"$535,000","http://www.zillow.com/homes/for_sale/79738337_zpid",NA,13.100117768457,11.677057592564,6.80239476332431,NA,"4"
30790806,40.57508,-73.95183,1925,2.5,3,1991-07-09,435000,"SingleFamily",2015,1209000,1864,11235,"$1,575,000","http://www.zillow.com/homes/for_sale/30790806_zpid",4000,12.9831013100708,14.0053041295969,7.53047999524554,8.29404964010203,"15"
122062576,40.815361,-73.938492,1940,1,1,2013-10-25,240000,"Condominium",2014,73739,455,10037,NA,NA,9900,12.3883942023241,11.2082871105353,6.12029741895095,9.20029003612268,"11"
32091690,40.729465,-73.730295,1950,3,3,2015-04-29,499000,"SingleFamily",2015,506000,3000,11426,NA,NA,3000,13.1203613747337,13.1342919482696,8.00636756765025,8.00636756765025,"12"
32140657,40.70017,-73.78474,1931,2.5,6,2014-03-25,515000,"MultiFamily2To4",2015,541000,1890,11433,NA,NA,4007,13.1519221796459,13.2011745578286,7.54433210805369,8.29579811063615,"6"
32045518,40.759609,-73.790145,1930,3,5,2014-02-25,610000,"SingleFamily",2015,665000,1573,11358,NA,NA,2500,13.3212142361495,13.407542319638,7.36073990305828,7.82404601085629,"5"
61968306,40.78136,-73.951087,1975,2,3,2015-07-17,1560000,"Condominium",2014,353692,1367,10128,NA,NA,NA,14.2601963792257,12.7761817568999,7.22037383672395,NA,"9"
32141624,40.69554,-73.778285,1930,1.5,3,2013-07-09,275000,"SingleFamily",2015,396000,1280,11433,NA,NA,2500,12.5245263766487,12.8891694902366,7.15461535691366,7.82404601085629,"6"
30600165,40.68141,-73.91854,1910,3,7,2007-01-12,486000,"MultiFamily2To4",2015,571000,2532,11233,"$765,000","http://www.zillow.com/homes/for_sale/30600165_zpid",1873,13.0939639028826,13.2551444886381,7.83676478326407,7.53529670244409,"14"
32169835,40.6747,-73.839595,1925,2,2,2015-12-28,545000,"MultiFamily2To4",2015,435000,1828,11417,NA,NA,2800,13.2085410736454,12.9831013100708,7.5109777520141,7.9373746961633,"4"
32080990,40.722375,-73.778889,1952,3,3,2014-09-11,775000,"SingleFamily",2015,817000,1400,11432,NA,NA,4480,13.5606183083355,13.6133943738421,7.24422751560335,8.40737832540903,"6"
30584709,40.668045,-73.982725,1899,1,1,2014-04-11,2357100,"Apartment",2015,2364000,2610,11215,NA,NA,1900,14.672942607832,14.6758656575081,7.86710550031674,7.54960916515453,"8"
30572446,40.680585,-73.994345,1931,3,4,1998-12-11,200000,"MultiFamily2To4",2007,544000,3217,11231,"$3,350,000","http://www.zillow.com/homes/for_sale/30572446_zpid",1478,12.2060726455302,13.2067045258381,8.07620452723903,7.29844510150815,"8"
31522539,40.780277,-73.982086,1902,3,4,2008-06-05,4200000,"Condominium",2014,482420,2625,10023,"$5,880,000","http://www.zillow.com/homes/for_sale/31522539_zpid",NA,15.2505950832536,13.0865703829055,7.87283617502572,NA,"2"
30629867,40.68619,-73.913935,1899,3,4,2013-11-29,745000,"MultiFamily2To4",2015,606000,2700,11207,NA,NA,1800,13.5211394973617,13.3146352650515,7.90100705199242,7.49554194388426,"14"
31962441,40.757965,-73.875689,1945,2,4,2013-11-22,442000,"SingleFamily",2015,483000,1406,11369,NA,NA,1742,12.9990651610598,13.0877719326347,7.24850407237061,7.46278915741245,"1"
29786806,40.869935,-73.90111,1910,2,6,2016-02-16,385000,"MultiFamily2To4",2015,516000,2670,10468,NA,NA,4456,12.8609986132699,13.1538620444637,7.8898337513943,8.40200678160712,"3"
32138539,40.695775,-73.792515,1910,2,4,2006-03-14,530000,"SingleFamily",2015,285000,1208,11433,"$315,000","http://www.zillow.com/homes/for_sale/32138539_zpid",2500,13.1806322855283,12.5602444592508,7.09672137849476,7.82404601085629,"6"
32210262,40.6589,-73.739245,1925,3,6,2016-03-01,630500,"SingleFamily",2015,474000,2408,11422,NA,NA,3000,13.3542684343871,13.0689626006772,7.78655180642871,8.00636756765025,"10"
30718204,40.615385,-73.965615,1925,1,3,2013-10-18,420000,"SingleFamily",2015,875000,3108,11230,NA,NA,130680,12.9480099902596,13.6819791653398,8.04173471148754,11.780506865715,"7"
32061690,40.761675,-73.78266,1950,2,3,2014-10-29,600000,"SingleFamily",2015,678000,1020,11361,NA,NA,6000,13.3046849341983,13.4269025669225,6.92755790627832,8.69951474821019,"5"
89070333,40.720607,-73.946688,1940,2,2,2014-11-06,990000,"MultiFamily2To4",2015,84889,975,11222,NA,NA,NA,13.8054602221108,11.3490997997121,6.88243747099785,NA,"9"
30574536,40.656075,-74.003045,1919,1,3,2015-04-17,1900000,"MultiFamily2To4",2007,995000,3600,11232,NA,NA,1613,14.4573644441367,13.8104980161407,8.1886891244442,7.38585107812521,"7"
89333608,40.708058,-74.006169,1940,1,0,2014-04-09,651680,"Condominium",2014,132977,648,10038,NA,NA,NA,13.3873089228822,11.7979314599185,6.47389069635227,NA,"8"
30724776,40.624545,-73.959015,1920,4,6,2013-05-21,848000,"SingleFamily",2015,892000,2936,11230,NA,NA,3920,13.650635914774,13.7012214115621,7.98480338973441,8.27384693278451,"7"
32116782,40.698004,-73.8374,1930,3.5,4,2015-05-27,625000,"SingleFamily",2015,462000,1679,11418,NA,NA,3998,13.3455069287185,13.0433201700639,7.42595365707754,8.29354951506035,"4"
30602011,40.69408,-73.938729,1899,3,6,2015-01-28,560000,"MultiFamily2To4",2015,639000,2880,11206,NA,NA,871200,13.2356920627113,13.3676597333597,7.96554557312999,13.6776268506009,"14"
32021391,40.79116,-73.842985,1920,2,2,2015-09-01,638000,"SingleFamily",2015,494000,945,11356,NA,NA,3998,13.3660935623269,13.1102907961701,6.85118492749374,8.29354951506035,"5"
79979248,40.706436,-74.010566,1914,2,0,2006-09-05,573783,"Condominium",2014,388875,1403,10005,"$1,650,000","http://www.zillow.com/homes/for_sale/79979248_zpid",NA,13.2600065550428,12.8710132341999,7.24636808010246,NA,"8"
32304579,40.611311,-74.163965,1970,3,3,2016-04-05,285000,"SingleFamily",2015,330000,1260,10314,NA,NA,1854,12.5602444592508,12.7068479334427,7.13886699994552,7.5251007461258,"13"
32103252,40.74361,-73.704045,1950,1.5,4,2015-12-17,540000,"SingleFamily",2015,484000,4000,11004,NA,NA,3998,13.1993244185405,13.0898401856988,8.29404964010203,8.29354951506035,"12"
89329118,40.708274,-74.006019,2003,1,0,2015-06-16,651680,"Condominium",2014,132977,589,10038,NA,NA,NA,13.3873089228822,11.7979314599185,6.37842618365159,NA,"8"
32209820,40.66021,-73.74225,2014,3,4,2014-03-14,265000,"SingleFamily",2015,392000,1616,11422,NA,NA,3000,12.4874851049684,12.8790171187726,7.38770923908104,8.00636756765025,"10"
80014729,40.708278,-74.006828,1927,2,2,2013-10-29,990000,"Condominium",2015,278817,998,10038,NA,NA,11186,13.8054602221108,12.5383109316193,6.90575327631146,9.32241827538153,"8"
31521425,40.777179,-73.981483,1989,1,1,2015-11-19,1225000,"Condominium",2014,178156,805,10023,NA,NA,12778,14.018451401961,12.0904148499504,6.69084227741856,9.45548022116229,"2"
32208415,40.661995,-73.759325,1930,5,6,2006-05-30,650000,"MultiFamily2To4",2015,364000,2625,11413,"$725,000","http://www.zillow.com/homes/for_sale/32208415_zpid",3998,13.3847276418718,12.8049091466189,7.87283617502572,8.29354951506035,"6"
80008232,40.743701,-73.987388,1906,2,1,2013-08-13,2211000,"Condominium",2014,292923,1334,10010,NA,NA,NA,14.6089554598396,12.5876650548268,7.19593722647557,NA,"2"
32165072,40.699595,-73.736089,1940,3,6,2015-06-11,530000,"MultiFamily2To4",2015,438000,1741,11411,NA,NA,4000,13.1806322855283,12.9899741893586,7.46221493976819,8.29404964010203,"12"
30666178,40.65121,-73.954005,1915,1,1,2015-10-29,465000,"Apartment",2015,640000,3282,11226,NA,NA,2400,13.0497926845695,13.3692234553359,8.09620827165004,7.78322401633604,"14"
32170513,40.699403,-73.803047,1988,2,4,2016-01-28,385000,"Condominium",2015,433792,1800,11417,NA,NA,17779,12.8609986132699,12.9803204355267,7.49554194388426,9.78577326451657,"6"
31973808,40.738735,-73.865365,1930,2.5,4,2016-01-11,750000,"MultiFamily2To4",2015,545000,1310,11368,NA,NA,2648,13.5278284855125,13.2085410736454,7.1777824161952,7.8815599170569,"1"
29854580,40.90676,-73.90849,1970,4.5,5,2006-07-01,1960000,"SingleFamily",2015,1531000,4856,10471,"$2,550,000","http://www.zillow.com/homes/for_sale/29854580_zpid",2760,14.4884550312067,14.2414316746398,8.48797033273933,7.9229859587112,"3"
29833982,40.87938,-73.840435,1925,2,3,2014-01-06,299000,"SingleFamily",2015,346000,1035,10469,NA,NA,2178,12.6081988523728,12.7541940540399,6.94215670569947,7.68616230349291,"3"
30658914,40.652395,-73.94361,1920,2,6,2014-04-14,545000,"MultiFamily2To4",2015,543000,2464,11203,NA,NA,2450,13.2085410736454,13.2048645989161,7.80954132465341,7.80384330353877,"14"
31491720,40.709087,-74.017501,1985,1,1,2015-02-01,1930000,"Condominium",2015,224037,625,10280,NA,NA,NA,14.4730305608811,12.3195664957681,6.4377516497364,NA,"8"
122063013,40.815361,-73.938492,1940,1,1,2013-12-31,145000,"Condominium",2014,47875,306,10037,NA,NA,9900,11.8844890214027,10.7763487264829,5.72358510195238,9.20029003612268,"11"
32154035,40.707674,-73.766955,1920,2,4,2008-03-19,530000,"SingleFamily",2015,428000,1488,11423,"$425,000","http://www.zillow.com/homes/for_sale/32154035_zpid",4000,13.1806322855283,12.9668784745639,7.30518821539304,8.29404964010203,"6"
30623260,40.712325,-73.949745,1899,3,5,2015-05-05,1725000,"Apartment",2015,1169000,2448,11211,NA,NA,2000,14.3607376084476,13.9716592404542,7.80302664363222,7.60090245954208,"14"
31958650,40.743275,-73.911485,1920,3,3,2014-11-21,600000,"SingleFamily",2015,433000,1105,11377,NA,NA,2000,13.3046849341983,12.9784930069846,7.00760061395185,7.60090245954208,"9"
31171859,40.72861,-73.701221,1945,2,4,2004-12-27,549000,"MultiFamily2To4",2015,448400,2486,11001,"$649,000","http://www.zillow.com/homes/for_sale/31171859_zpid",3600,13.2158537204917,13.0134409701801,7.81843027207066,8.1886891244442,"12"
31948923,40.773855,-73.927605,1920,2,4,2015-09-02,624000,"MultiFamily2To4",2015,702000,1720,11102,NA,NA,1555,13.3439056473516,13.4616886830079,7.4500795698075,7.34923082461333,"9"
31987128,40.724875,-73.897705,1919,1,1,2015-02-23,730000,"SingleFamily",2007,505000,2980,11378,NA,NA,1495,13.5007998131246,13.1323137082575,7.99967857949945,7.30988148582479,"1"
32119605,40.6946,-73.83251,1920,3.5,7,2014-07-15,660000,"MultiFamily2To4",2015,554000,2831,11418,NA,NA,3600,13.3999951140026,13.2249199657294,7.9483852851119,8.1886891244442,"4"
32097081,40.746377,-73.734274,1996,3,3,2015-06-19,845000,"Condominium",2015,1220312,1672,11362,NA,NA,NA,13.6470919063393,14.014617121719,7.42177579364465,NA,"12"
29803361,40.835041,-73.86013,1941,1,2,2015-04-14,128000,"Condominium",2015,62981,829,10462,NA,NA,NA,11.7597855429018,11.0505883725855,6.7202201551353,NA,"3"
32045434,40.75932,-73.79359,1950,2,4,2015-11-02,750000,"SingleFamily",2015,711000,3250,11358,NA,NA,3234,13.5278284855125,13.4744277087854,8.08641027532378,8.08147504013705,"5"
30716395,40.62308,-73.974205,1925,2.5,3,2015-09-21,1100000,"MultiFamily2To4",2015,860000,3000,11230,NA,NA,3000,13.9108207377686,13.6646876682297,8.00636756765025,8.00636756765025,"7"
