,zillow_id,latitude,longitude,year_built,bathrooms,bedrooms,last_sold_date,last_sold_price,property size,home_type,tax_year,tax_value,home_size,zipcode
0,2100498792,37.762683,-122.414222,,,,,,,SingleFamily,,,99,94110
1,15105564,37.761298,-122.476615,1908,1.0,,08/02/2000,252000,2613,SingleFamily,2015,315941.0,1812,94122
2,79844725,37.792255,-122.401245,1909,2.0,2,10/19/2006,277000,,Condominium,2015,308370.0,964,94104
3,15142101,37.727793,-122.462995,1953,2.0,,,,3484,SingleFamily,2015,91069.0,1902,94127
4,2099276060,37.789321,-122.413482,,,,,,,SingleFamily,,,,94109
5,2100211489,37.715684,-122.47197,,,,,,3192,VacantResidentialLand,,,,94132
6,15150813,37.75855,-122.395872,1925,2.0,3,03/05/2015,15600,1873,SingleFamily,2015,851746.0,1990,94107
7,15116833,37.746388,-122.505277,1940,1.5,2,01/06/2016,158500,2996,SingleFamily,2015,691611.0,1100,94116
8,15118316,37.747366,-122.466993,1956,1.0,2,05/20/2014,125000,2909,SingleFamily,2015,661695.0,887,94116
9,15118589,37.744465,-122.503406,1946,2.0,3,07/24/2013,197500,2996,SingleFamily,2015,653180.0,1200,94116
10,15118885,37.745316,-122.496599,1945,3.0,6,06/23/2015,11000,3000,SingleFamily,2015,1101813.0,2412,94116
11,15119371,37.744965,-122.485828,1930,1.0,2,05/29/2015,190000,3000,SingleFamily,2015,464974.0,1370,94116
12,15120326,37.743711,-122.474994,1928,2.0,,08/29/2013,200000,2996,Duplex,2015,587012.0,3200,94116
13,15120766,37.743076,-122.489336,1951,2.0,4,12/02/2013,138000,3000,SingleFamily,2015,745637.0,1616,94116
14,15120996,37.743587,-122.496478,1943,4.0,3,04/09/2015,17500,2996,SingleFamily,2015,767146.0,2156,94116
15,15122791,37.741917,-122.473138,1930,2.5,4,11/01/2015,5700,3000,SingleFamily,2015,1000500.0,2400,94116
16,15123195,37.740809,-122.475168,1928,1.0,,03/09/2015,195000,2548,SingleFamily,2015,84504.0,2410,94116
17,15123303,37.740382,-122.479057,1924,1.0,,06/16/2014,101500,3600,SingleFamily,2015,504197.0,1500,94116
18,15124022,37.738624,-122.496024,1943,1.0,2,05/31/2013,185000,1438,SingleFamily,2015,477115.0,800,94116
19,15125066,37.738282,-122.48771,1936,2.0,3,05/31/2013,166000,2614,SingleFamily,2015,570488.0,1842,94116
20,15133303,37.744232,-122.463546,1923,2.25,3,12/24/2015,184000,3833,SingleFamily,2015,1189293.0,2282,94116
21,15134564,37.740284,-122.448143,1939,1.0,,06/17/2013,75000,2509,SingleFamily,2015,979945.0,1490,94127
22,15134676,37.7426,-122.455139,1927,1.0,,01/13/2014,200000,3563,SingleFamily,2015,57364.0,1400,94127
23,15135394,37.741809,-122.464542,1926,1.0,,12/30/2013,10000,3184,SingleFamily,2015,317887.0,1325,94127
24,15135423,37.739884,-122.45993,1926,2.0,3,06/09/2015,5450,4273,SingleFamily,2015,1448371.0,1570,94127
25,15135972,37.737618,-122.449951,1947,1.0,2,08/25/2014,200000,2556,SingleFamily,2015,974450.0,1067,94127
26,15136217,37.735994,-122.446595,1940,1.0,2,03/27/2015,8000,2953,SingleFamily,2015,893047.0,1050,94127
27,15136683,37.740494,-122.451814,1950,2.0,3,05/17/2013,142000,4199,SingleFamily,2015,360480.0,1150,94127
28,15137291,37.733868,-122.46283,1900,2.5,4,03/18/2015,10000,4199,SingleFamily,2015,461900.0,3121,94127
29,15137354,37.733582,-122.46077,1941,3.0,3,03/16/2015,16000,4534,SingleFamily,2015,1216059.0,2679,94127
30,15138053,37.737575,-122.466985,1916,1.0,2,10/04/2013,90000,4499,SingleFamily,2015,734879.0,1622,94127
31,15139620,37.729724,-122.452689,1923,1.0,2,09/17/2015,178500,2879,SingleFamily,2015,370350.0,1047,94112
32,15141415,37.724502,-122.442699,1925,1.0,,06/10/2014,75000,2495,SingleFamily,2015,338723.0,1230,94112
33,15141907,37.729676,-122.462614,1959,2.0,,12/03/2013,160000,4835,SingleFamily,2015,812538.0,2153,94127
34,15153397,37.733488,-122.385049,1987,2.5,3,07/19/2013,190000,2557,SingleFamily,2015,392691.0,1511,94124
35,15153741,37.731344,-122.386797,1900,1.0,2,11/16/2015,3000,2495,SingleFamily,2015,24718.0,1000,94124
36,15153806,37.729274,-122.385409,1917,1.0,,05/29/2015,107000,2500,SingleFamily,2015,343678.0,1214,94124
37,15153873,37.727454,-122.382401,1989,2.0,2,07/23/2013,182000,1742,SingleFamily,2015,185432.0,1600,94124
38,15154039,37.729749,-122.388872,1954,1.0,,03/19/2014,93000,1575,SingleFamily,2015,474288.0,1025,94124
39,15154152,37.727381,-122.386477,1990,2.0,3,09/17/2014,200000,2500,SingleFamily,2015,375148.0,2048,94124
40,15154291,37.726006,-122.391017,1987,1.0,,02/05/2015,105000,,Condominium,2011,36700.0,334,94124
41,15154292,37.726006,-122.391017,1987,1.0,,03/20/2014,88000,,SingleFamily,2013,41406.0,334,94124
42,15154293,37.726006,-122.391017,1987,1.0,,10/14/2014,88000,,SingleFamily,2013,41810.0,334,94124
43,15154578,37.720618,-122.39288,1910,2.0,,12/20/2013,157000,2500,Duplex,2015,328364.0,1584,94124
44,15154582,37.720458,-122.392598,1953,1.0,,03/17/2015,200000,2500,SingleFamily,2015,181533.0,1100,94124
45,15154646,37.718862,-122.389785,1939,1.0,2,10/21/2015,200000,2495,SingleFamily,2015,330454.0,1500,94124
46,15154711,37.719593,-122.39274,1940,1.0,,04/28/2014,190000,2495,SingleFamily,2015,155907.0,1175,94124
47,15154855,37.717975,-122.391479,1917,2.0,,12/31/2014,107000,1746,Duplex,2015,97928.0,1950,94124
48,15154921,37.716295,-122.389055,1955,2.0,,09/17/2013,36000,1873,SingleFamily,2015,659000.0,1250,94124
49,15155009,37.717685,-122.397605,1995,2.0,3,09/10/2013,80000,,Condominium,2015,396914.0,1247,94124
50,15155081,37.718866,-122.397092,1988,2.5,3,04/30/2013,43000,1912,SingleFamily,2015,460825.0,1556,94124
51,15155442,37.711238,-122.396543,1952,1.0,,12/30/2014,13500,2500,SingleFamily,2015,262765.0,1139,94134
52,15155726,37.738443,-122.386661,1927,2.0,,02/19/2014,6000,2940,SingleFamily,2015,391078.0,1512,94124
53,15155864,37.738021,-122.388572,1910,1.0,,06/30/2015,6000,5000,SingleFamily,2015,308582.0,910,94124
54,15155933,37.73804,-122.390308,1968,2.0,3,08/07/2013,172500,1746,SingleFamily,2015,527781.0,1315,94124
55,15156364,37.737371,-122.39574,1900,1.0,0,11/21/2013,97000,1642,SingleFamily,2015,90331.0,1090,94124
56,15156378,37.735707,-122.393424,1950,2.0,,12/30/2015,180000,2495,Duplex,2015,536252.0,3073,94124
57,15158234,37.736386,-122.398198,1956,1.0,,08/11/2015,150000,2034,SingleFamily,2015,640989.0,1201,94124
58,15158575,37.731077,-122.402644,1949,2.0,3,01/17/2014,183000,2495,SingleFamily,2015,584458.0,1662,94124
59,15158694,37.731461,-122.399098,1943,1.0,,07/14/2014,175000,1875,SingleFamily,2015,82590.0,800,94124
60,15158876,37.729859,-122.393765,1937,1.0,2,09/19/2013,129500,2495,SingleFamily,2015,321345.0,1280,94124
61,15159016,37.730201,-122.402046,1908,1.0,,12/17/2015,197000,2495,SingleFamily,2015,473766.0,735,94124
62,15159718,37.747617,-122.409986,1918,3.0,3,09/29/2015,14500,2562,SingleFamily,2015,467139.0,2000,94110
63,15159943,37.747248,-122.415747,1904,2.0,,04/24/2014,200000,2500,Duplex,2015,775091.0,1600,94110
64,15159945,37.74719,-122.415584,1906,2.0,,06/28/2013,26000,3044,Duplex,2015,344105.0,2250,94110
65,15160209,37.746006,-122.411804,1956,2.0,,05/21/2013,150000,2748,SingleFamily,2015,67362.0,1375,94110
66,15160837,37.743779,-122.407528,2002,3.0,3,08/14/2014,50000,1746,SingleFamily,2015,837088.0,2176,94110
67,15160879,37.744908,-122.406648,1946,1.0,3,08/18/2015,135000,2038,SingleFamily,2015,293144.0,1230,94110
68,15162094,37.741243,-122.411793,1927,1.0,2,04/24/2014,100500,1750,SingleFamily,2015,877540.0,1000,94110
69,15163497,37.738052,-122.423665,1926,3.0,3,05/09/2013,60000,2787,MultiFamily2To4,2015,1017032.0,2230,94110
70,15163502,37.738534,-122.423683,1921,1.0,2,09/04/2015,100000,2088,SingleFamily,2015,180979.0,1415,94110
71,15163696,37.736341,-122.421561,1912,2.0,4,07/01/2015,76000,2500,Duplex,2015,379392.0,2782,94110
72,15163972,37.73639,-122.412103,1953,2.0,3,02/12/2016,171000,1751,SingleFamily,2015,621856.0,1200,94110
73,15165105,37.734022,-122.407085,1906,1.0,2,01/23/2014,63000,1306,SingleFamily,2015,390389.0,700,94134
74,15165239,37.732316,-122.411482,1960,1.0,2,10/28/2014,6000,2025,SingleFamily,2015,345163.0,1050,94134
75,15184539,37.736775,-122.439459,1938,2.0,3,10/23/2015,5600,2500,SingleFamily,2015,461069.0,1320,94131
76,15185136,37.736335,-122.437604,1931,2.0,,05/06/2014,56100,2665,Duplex,2015,835036.0,1935,94131
77,15185372,37.735889,-122.434112,1900,1.0,,12/14/2015,142000,2012,SingleFamily,2015,742258.0,1022,94131
78,15185402,37.734906,-122.433475,1945,2.0,,10/29/2015,165000,2308,Duplex,2015,323101.0,2024,94131
79,15186007,37.73214,-122.438472,1907,1.0,,10/20/2014,52500,2495,SingleFamily,2015,544173.0,1300,94131
80,15186948,37.730308,-122.430598,1928,2.0,4,12/27/2013,68000,2360,SingleFamily,2015,869508.0,1817,94112
81,15187183,37.725917,-122.468186,1925,1.0,,08/14/2014,134500,6011,SingleFamily,2015,570335.0,1495,94127
82,15187735,37.722231,-122.458498,1900,2.0,,02/03/2016,16000,2857,SingleFamily,2015,47970.0,1750,94112
83,15187884,37.722152,-122.46197,1922,1.0,2,01/29/2015,200000,2495,SingleFamily,2015,650000.0,1100,94112
84,15188548,37.719763,-122.444316,1927,2.0,3,09/03/2013,200000,2200,SingleFamily,2015,618210.0,1550,94112
85,15189117,37.720701,-122.455433,1906,2.0,4,06/18/2013,97000,2825,SingleFamily,2015,482112.0,1062,94112
86,15189182,37.720834,-122.456844,1925,1.0,2,08/08/2013,3000,2809,SingleFamily,2015,652619.0,1022,94112
87,15189287,37.721618,-122.458862,1923,1.0,,12/31/2013,194500,2500,SingleFamily,2015,398454.0,1138,94112
88,15189972,37.718943,-122.471023,1941,1.0,4,06/02/2015,60000,2500,SingleFamily,2015,285849.0,1302,94132
89,15190819,37.718545,-122.454339,1924,1.0,,03/16/2016,14000,1873,SingleFamily,2015,457252.0,800,94112
90,15190824,37.718442,-122.454602,1924,2.0,2,06/05/2013,156500,2500,SingleFamily,2015,739864.0,1216,94112
91,15191063,37.718489,-122.446288,1938,1.5,3,12/31/2013,200000,2160,SingleFamily,2015,409842.0,1078,94112
92,15191412,37.719542,-122.451902,1962,2.0,3,10/09/2014,34500,2613,SingleFamily,2015,703784.0,1097,94112
93,15191866,37.715007,-122.44708,1938,2.0,3,09/29/2015,124000,1886,SingleFamily,2015,764948.0,1645,94112
94,15191966,37.717423,-122.450109,1911,1.0,,09/24/2015,11000,2539,SingleFamily,2015,586869.0,875,94112
95,15192816,37.712805,-122.447263,1947,1.0,,09/16/2015,7500,1999,SingleFamily,2015,650278.0,1211,94112
96,15195086,37.714053,-122.467325,1944,1.0,,09/12/2013,6300,1973,SingleFamily,2015,271047.0,1000,94132
97,15195616,37.708487,-122.454508,1978,3.0,,04/23/2015,122000,2588,SingleFamily,2015,691609.0,2150,94112
98,15195705,37.709651,-122.456096,1990,5.0,7,06/23/2015,11000,1938,SingleFamily,2015,991492.0,2875,94112
99,15195706,37.709698,-122.45616,1991,3.0,4,06/01/2015,192500,1986,SingleFamily,2015,619028.0,2875,94112
100,15195878,37.709869,-122.4612,1957,1.0,2,06/23/2015,167000,2500,SingleFamily,2015,265703.0,1150,94112
101,15196064,37.709481,-122.459945,1927,1.0,,09/24/2014,193500,2256,SingleFamily,2015,825000.0,1282,94112
102,15196207,37.708937,-122.463278,1926,2.0,4,06/17/2015,15000,3746,SingleFamily,2015,568581.0,780,94112
103,15196746,37.732996,-122.474642,1936,2.0,4,07/16/2013,90000,4713,SingleFamily,2015,626490.0,2389,94132
104,15196832,37.731288,-122.473943,1939,2.5,3,02/05/2014,125000,2805,SingleFamily,2015,796536.0,1490,94132
105,15197538,37.732901,-122.486051,1942,1.0,2,08/20/2013,37500,2500,SingleFamily,2015,957440.0,1670,94132
106,15197553,37.73393,-122.486124,1948,3.0,,06/21/2013,200000,2495,SingleFamily,2015,689561.0,1693,94132
107,15199099,37.74544,-122.441475,1972,1.0,1,08/27/2013,120000,,Condominium,2015,574359.0,838,94131
108,53153659,37.746365,-122.431999,1998,2.0,2,04/07/2015,13500,,Condominium,2015,1167266.0,1403,94131
109,59700657,37.737087,-122.382936,2003,2.0,4,12/31/2014,87000,2100,SingleFamily,2015,283880.0,2143,94124
110,59700670,37.733509,-122.406795,2001,2.0,3,02/27/2015,21000,1875,SingleFamily,2015,860414.0,2739,94134
111,63197642,37.73101,-122.409812,1930,2.0,,04/30/2015,193500,2235,SingleFamily,2015,789058.0,1583,94134
112,67090314,37.71048,-122.467645,2002,2.0,2,10/03/2013,127000,,Condominium,2015,520508.0,969,94132
113,67394871,37.71048,-122.467645,2002,1.0,1,04/09/2014,150000,,Condominium,2015,245178.0,669,94132
114,69820123,37.738636,-122.386915,1914,3.0,,01/28/2014,186000,3125,MultiFamily2To4,2015,584023.0,3420,94124
115,15173604,37.714547,-122.404798,1956,2.0,3,03/23/2015,197000,2500,SingleFamily,2015,637419.0,1263,94134
116,15188606,37.718821,-122.439885,1918,2.0,2,04/21/2014,535,2090,Townhouse,2015,548164.0,1145,94112
117,79844525,37.738093,-122.389208,2007,2.0,3,02/06/2015,98500,,Condominium,2015,392961.0,1146,94124
118,80749514,37.732633,-122.404212,2003,1.0,1,05/06/2013,195000,,Condominium,2015,199796.0,594,94124
119,89237920,37.729094,-122.42769,2009,5.0,5,12/22/2015,10500,2750,SingleFamily,2015,835752.0,2700,94112
120,114316380,37.73471,-122.390873,2009,,,11/22/2013,152500,,Condominium,2015,155446.0,679,94124
121,114316870,37.73471,-122.390873,2009,1.0,1,02/21/2014,156000,,Condominium,2015,158613.0,712,94124
122,116156352,37.73471,-122.390873,2009,,,02/07/2014,181500,,Condominium,2015,184690.0,1073,94124
123,116157437,37.734745,-122.391082,2009,1.0,1,10/31/2014,152500,,Condominium,2015,103980.0,580,94124
124,125163850,37.733562,-122.41867,,,,04/14/2014,20000,1750,SingleFamily,2015,107549.0,,94110
125,125164002,37.7084,-122.464416,,,,08/30/2013,175000,2848,SingleFamily,2015,178496.0,,94112
126,125216671,37.743133,-122.407745,,,,02/17/2016,45000,6193,SingleFamily,2015,60840.0,,94110
127,125217685,37.717792,-122.403327,1900,,,07/24/2015,150000,3049,SingleFamily,2015,101482.0,,94134
128,125243663,37.736957,-122.42926,1916,1.0,3,09/19/2013,112500,2199,SingleFamily,2015,486121.0,925,94131
129,125272177,37.743685,-122.40666,,,,04/15/2016,250,2546,SingleFamily,2015,295635.0,,94110
130,15115895,37.748997,-122.480736,1943,3.0,3,02/12/2015,11500,2996,SingleFamily,2015,895000.0,1865,94116
131,2100784055,37.72998,-122.393157,,1.0,2,12/31/2015,2500,,SingleFamily,,,1000,94124
132,2109184660,37.717337,-122.386181,2006,1.0,2,04/01/2014,139900,,Condominium,,,750,94124
133,15116797,37.745771,-122.506791,1948,2.0,3,09/05/2014,25000,2060,SingleFamily,2015,886897.0,1825,94116
134,15067102,37.796461,-122.413099,1976,2.0,,05/31/2013,188000,,Condominium,2015,484351.0,1185,94133
135,15069005,37.789945,-122.412735,1982,1.0,1,10/23/2013,70000,,Condominium,2015,262811.0,579,94109
136,15070547,37.803208,-122.422691,1957,4.0,,02/24/2014,15000,3747,Duplex,2015,196918.0,3422,94109
137,15070867,37.80189,-122.424242,1900,2.25,4,03/24/2014,150000,5450,SingleFamily,2015,2079938.0,5479,94109
138,15071127,37.800393,-122.429862,1906,2.0,4,08/14/2015,18000,1716,MultiFamily2To4,2015,122213.0,2500,94123
139,15071458,37.799439,-122.430438,1900,3.0,,05/18/2015,90000,1999,Duplex,2015,163166.0,2910,94123
140,15071744,37.798046,-122.432626,1900,3.0,6,09/20/2013,200000,3025,Duplex,2015,880050.0,2674,94123
141,15072192,37.796878,-122.426734,1900,2.0,,06/22/2015,7900,2495,Duplex,2015,125460.0,2960,94123
142,15072886,37.796357,-122.420951,1908,7.0,,04/29/2015,200000,5876,Duplex,2014,384456.0,5508,94109
143,15073530,37.794122,-122.426818,1900,6.0,,05/18/2015,110000,3746,SingleFamily,2015,207023.0,4295,94109
144,15073782,37.793914,-122.421037,1986,1.0,,06/11/2014,40000,,Condominium,2015,277768.0,646,94109
145,15074813,37.790291,-122.428215,1920,1.0,1,05/15/2013,100000,,Condominium,2015,686408.0,765,94109
146,15074958,37.78958,-122.42453,1960,1.0,1,08/14/2015,200000,,Condominium,2015,186791.0,540,94109
147,15075490,37.788965,-122.423995,1906,3.0,9,11/04/2013,60000,2250,Duplex,2015,1056738.0,5100,94109
148,15076165,37.786361,-122.425831,1992,1.0,0,08/03/2015,150000,,Condominium,2015,133250.0,519,94109
149,15076178,37.786361,-122.425831,1992,,,09/15/2014,130000,,Condominium,2015,130000.0,565,94109
150,15076181,37.786361,-122.425831,1992,,,01/17/2014,88500,,Condominium,2015,138320.0,535,94109
151,15076194,37.786361,-122.425831,1992,,,05/27/2014,130000,,Condominium,2015,182582.0,565,94109
152,15076196,37.786361,-122.425831,1992,,,05/27/2014,115000,,Condominium,2015,142073.0,535,94109
153,15076204,37.786361,-122.425831,1992,,,11/15/2013,200000,,Condominium,2015,203996.0,700,94109
154,15076210,37.786361,-122.425831,1992,,,02/28/2014,115000,,Condominium,2015,117297.0,565,94109
155,15076229,37.786361,-122.425831,1992,,,10/17/2014,120000,,Condominium,2015,168618.0,535,94109
156,15076230,37.786361,-122.425831,1992,,,10/17/2014,85000,,Condominium,2015,85000.0,535,94109
157,15076277,37.786361,-122.425831,1992,,,04/10/2015,130000,,Condominium,2015,204588.0,535,94109
158,15076293,37.786361,-122.425831,1992,,,02/06/2014,105000,,Condominium,2015,107097.0,535,94109
159,15076294,37.786361,-122.425831,1992,1.0,1,11/16/2015,170000,,Condominium,2015,129099.0,544,94109
160,15076320,37.786361,-122.425831,1992,,,08/08/2014,180000,,Condominium,2015,180000.0,595,94109
161,15076348,37.78675,-122.424235,1993,1.0,1,10/17/2014,74000,,Condominium,2015,750000.0,780,94109
162,15076882,37.784298,-122.427058,1963,2.0,3,04/01/2014,150000,1207,Condominium,2015,178976.0,1078,94109
163,15076973,37.784298,-122.427058,1963,2.0,,06/24/2014,114000,,Condominium,2015,823446.0,1102,94109
164,15077018,37.78482,-122.423994,1966,1.0,1,04/10/2015,4500,,Condominium,2015,152917.0,900,94109
165,15077784,37.781386,-122.421406,1982,1.0,1,05/05/2015,120000,,Condominium,2015,389044.0,721,94102
166,15078360,37.776999,-122.425053,1907,1.0,2,06/26/2013,157000,700,SingleFamily,2015,808753.0,944,94102
167,15079375,37.770971,-122.428983,1900,2.0,3,09/28/2015,100000,1123,SingleFamily,2015,813819.0,550,94117
168,15079784,37.803235,-122.444922,1928,2.0,,12/16/2013,28000,2500,Duplex,2015,810996.0,3125,94123
169,15080741,37.79471,-122.44489,1910,3.5,3,01/07/2014,20000,2500,SingleFamily,2015,2904858.0,2935,94123
170,15080898,37.792539,-122.443253,1929,3.0,3,06/11/2015,145200,,SingleFamily,2015,1816387.0,2120,94115
171,15082069,37.789155,-122.441535,1900,3.0,3,07/11/2014,90000,2283,Condominium,2015,1908336.0,3020,94115
172,15083612,37.783941,-122.450046,1950,3.0,3,10/19/2013,93000,4251,SingleFamily,2015,588213.0,2460,94118
173,80738291,37.781166,-122.390693,2004,1.0,1,03/28/2014,175000,37461,SingleFamily,2015,1004680.0,797,94107
174,15086709,37.771285,-122.442569,1908,2.0,,12/30/2014,200000,2495,Duplex,2015,2250000.0,3570,94117
175,15087672,37.766255,-122.446481,1910,1.0,4,08/12/2014,15000,2652,SingleFamily,2015,2228463.0,2150,94117
176,15088374,37.761638,-122.451778,1946,2.0,,06/23/2015,25000,2099,Duplex,2015,648448.0,2344,94117
177,15088772,37.78705,-122.489257,1924,5.5,4,02/22/2016,187500,5501,SingleFamily,2015,3175125.0,4915,94121
178,15089338,37.786941,-122.464984,1908,1.0,2,11/13/2013,100000,,Condominium,2015,1400014.0,1600,94118
179,15090402,37.785077,-122.484767,1916,2.0,,04/20/2015,180000,3798,MultiFamily2To4,2015,1238441.0,3140,94121
180,15091435,37.783944,-122.463748,1900,2.0,,11/04/2013,187500,3000,Duplex,2015,474867.0,2373,94118
181,15093232,37.777605,-122.502285,1958,3.0,,02/12/2016,200000,2500,Duplex,2015,913958.0,2599,94121
182,15094067,37.779146,-122.476817,1921,4.0,6,02/09/2016,135500,3000,Duplex,2015,384285.0,2450,94121
183,15095769,37.777599,-122.492298,1947,2.0,,04/04/2014,10000,1437,Duplex,2015,318792.0,2340,94121
184,15095805,37.777545,-122.492873,1946,4.0,8,10/31/2014,152000,2375,Duplex,2015,718734.0,3324,94121
185,15095947,37.776149,-122.497023,1925,1.0,2,07/15/2015,51000,3000,SingleFamily,2015,369093.0,1225,94121
186,15096031,37.776006,-122.499155,1923,2.0,3,05/29/2015,115000,3000,SingleFamily,2015,302092.0,1885,94121
187,15096949,37.774908,-122.501226,1918,1.0,2,03/25/2016,200000,2996,SingleFamily,2015,525150.0,1320,94121
188,15096967,37.773914,-122.499513,1927,2.0,4,07/13/2015,11000,1575,SingleFamily,2015,217344.0,1680,94121
189,15097060,37.774849,-122.498003,1923,2.0,3,09/03/2013,144500,3000,SingleFamily,2015,301630.0,1360,94121
190,15097732,37.776059,-122.48047,1922,1.5,3,03/08/2016,12500,3049,SingleFamily,2015,1580000.0,2300,94121
191,15115304,37.750828,-122.465652,1926,1.0,,09/16/2015,31500,2060,SingleFamily,2015,826227.0,1420,94116
192,15126676,37.765656,-122.441194,1906,3.0,4,02/24/2016,200000,3049,VacantResidentialLand,2015,1844298.0,4000,94114
193,15126678,37.765439,-122.441713,1929,2.0,3,08/19/2015,187500,4787,SingleFamily,2015,1500000.0,1665,94114
194,15128206,37.761535,-122.436505,1900,1.0,,08/01/2013,7500,3083,SingleFamily,2015,767516.0,1030,94114
195,15128353,37.761583,-122.44369,1904,1.5,1,06/05/2013,10500,435,SingleFamily,2015,848196.0,1500,94114
196,15128380,37.761095,-122.444819,1900,3.0,3,09/10/2013,11000,2330,Apartment,2015,1460067.0,1850,94114
197,15128931,37.754501,-122.456405,1959,3.0,3,11/12/2015,16500,3301,SingleFamily,2015,82426.0,1265,94131
198,15129501,37.759492,-122.441116,1927,4.0,3,03/27/2015,72000,2596,SingleFamily,2015,1657571.0,2230,94114
199,15130723,37.754624,-122.436975,1900,1.0,2,11/04/2014,160000,2892,SingleFamily,2015,583064.0,1567,94114
200,15132381,37.751184,-122.451846,1956,2.0,3,12/29/2014,89000,3630,SingleFamily,2015,405696.0,1615,94131
201,15132471,37.750989,-122.453315,1956,3.0,4,08/13/2015,11500,2957,SingleFamily,2015,836807.0,1275,94131
202,15142806,37.76777,-122.431925,1907,3.0,3,03/12/2014,5000,2325,Duplex,2014,1534632.0,4458,94114
203,15143134,37.767389,-122.418659,1906,2.0,,06/25/2013,73000,2000,Duplex,2015,499377.0,2118,94103
204,15143787,37.763257,-122.426639,1900,4.0,6,06/18/2015,106000,2733,Duplex,2015,1360376.0,3301,94110
205,15144266,37.761365,-122.431125,1900,2.0,,06/05/2014,110000,2848,Duplex,2015,68610.0,2518,94114
206,15144466,37.759751,-122.431247,1900,2.0,,07/21/2014,680,2848,Duplex,2015,803822.0,3050,94114
207,15144738,37.760364,-122.420463,1907,3.0,,12/14/2015,95100,2125,Duplex,2015,281312.0,3081,94110
208,15145479,37.756833,-122.426326,1900,2.0,,09/12/2014,200000,2848,Duplex,2015,328532.0,3350,94114
209,15147008,37.752199,-122.423703,1900,2.5,5,10/08/2014,138500,1848,SingleFamily,2015,544749.0,2300,94110
210,15147316,37.778275,-122.40944,1991,1.0,,04/30/2015,200000,,Condominium,2015,156699.0,311,94103
211,15147673,37.783184,-122.399084,1990,1.0,,09/05/2013,133000,,Condominium,2015,244902.0,581,94107
212,15148155,37.787585,-122.39048,1991,1.0,,01/22/2014,182500,,Condominium,2015,382582.0,432,94105
213,15148643,37.788008,-122.389643,1997,,,02/14/2014,67000,,Condominium,2015,431731.0,910,94105
214,15148697,37.784512,-122.391427,1998,1.0,1,06/09/2015,105000,6882,Condominium,2012,135223.0,658,94107
215,15148699,37.784512,-122.391427,1998,1.0,0,07/10/2015,163400,6882,Condominium,2010,216984.0,774,94107
216,15149005,37.763202,-122.39627,1900,6.0,7,12/23/2015,1,2482,SingleFamily,2015,1206976.0,2904,94107
217,15063334,37.805333,-122.421153,1907,3.0,,07/21/2014,195000,3713,Duplex,2015,214776.0,4554,94109
218,15150884,37.758645,-122.393546,1900,2.0,,12/10/2013,200000,2495,Duplex,2015,402203.0,2500,94107
219,15151159,37.757098,-122.410761,1900,1.0,2,07/15/2013,187000,2178,SingleFamily,2015,866982.0,1202,94110
220,15151237,37.755378,-122.411842,1937,2.0,,01/21/2014,10200,2996,SingleFamily,2015,764984.0,1514,94110
221,15151872,37.753868,-122.407661,1907,2.0,,02/04/2014,99000,2600,SingleFamily,2015,209254.0,624,94110
222,15152705,37.75141,-122.402498,1900,2.0,2,03/25/2016,160500,1536,SingleFamily,2015,770082.0,1120,94107
223,15063845,37.804401,-122.404265,1975,2.0,2,07/22/2014,741000,1194,SingleFamily,2015,741000.0,1333,94111
224,80738291,37.781166,-122.390693,2004,1.0,1,03/28/2014,175000,37461,SingleFamily,2015,1004680.0,797,94107
225,52273843,37.768491,-122.43267,1997,2.0,3,05/02/2013,500,,Condominium,2015,1103534.0,1245,94114
226,52932794,37.755505,-122.440615,1997,2.0,2,12/14/2015,500,2949,VacantResidentialLand,2015,377712.0,1865,94114
227,53153493,37.78575,-122.397404,2000,1.0,1,09/25/2015,188000,,Condominium,2011,170428.0,670,94105
228,53153554,37.784512,-122.391427,1998,2.0,,12/01/2015,100000,,Condominium,2015,706772.0,1239,94107
229,59779565,37.765867,-122.458131,1908,1.0,3,06/23/2014,90000,,Condominium,2015,338558.0,1528,94122
230,59779592,37.763225,-122.439,1959,2.0,2,10/16/2013,13500,,Condominium,2015,513378.0,1822,94114
231,61288460,37.782575,-122.390364,2002,1.5,1,07/08/2013,85000,,Condominium,2015,866982.0,893,94107
232,61325331,37.782575,-122.390364,2002,3.0,3,08/29/2014,82500,,Condominium,2015,1850000.0,1495,94107
233,63196381,37.787775,-122.412943,1926,1.0,1,10/07/2013,202,,MultiFamily2To4,2015,70651.0,777,94109
234,63196603,37.796998,-122.422706,,,,12/31/2014,11000,,Duplex,2015,1094249.0,,94109
235,64971841,37.80132,-122.42703,1947,1.0,2,04/26/2015,52320,,Condominium,2015,852452.0,858,94123
236,64972773,37.772915,-122.408909,2004,1.5,1,09/23/2014,8000,,Condominium,2015,589635.0,1053,94103
237,64972774,37.772915,-122.408909,2004,1.5,1,07/26/2013,160000,,Condominium,2015,730215.0,1089,94103
238,67394350,37.78691,-122.390925,2002,,,05/09/2013,99000,,Condominium,2015,591320.0,763,94105
239,69817630,37.783594,-122.390725,2004,2.0,2,12/10/2014,30000,,Condominium,2015,1639368.0,1962,94107
240,69817914,37.783594,-122.390725,2004,2.0,2,04/23/2014,60000,,Condominium,2015,1392272.0,1525,94107
