,zillow_id,homo_info,year_updated,basement,roof,view,heating_sources,heating_system,rooms,neighborhood,school_district
0,15150813,http://www.zillow.com/homedetails/615-Missouri-St-San-Francisco-CA-94107/15150813_zpid/,,,,,,Forced air,"Family room, Dining room",,
1,15116833,http://www.zillow.com/homedetails/2151-46th-Ave-San-Francisco-CA-94116/15116833_zpid/,,,,,,,,,
2,15118589,http://www.zillow.com/homedetails/2258-45th-Ave-San-Francisco-CA-94116/15118589_zpid/,,,,,,,,,
3,15122791,http://www.zillow.com/homedetails/2466-17th-Ave-San-Francisco-CA-94116/15122791_zpid/,,,,,,Forced air,"Dining room, Walk-in closet, Office",,
4,15133303,http://www.zillow.com/homedetails/584-Dewey-Blvd-San-Francisco-CA-94116/15133303_zpid/,,,Composition,,Electric,,"Dining room, Sun room",,
5,15135423,http://www.zillow.com/homedetails/25-Miraloma-Dr-San-Francisco-CA-94127/15135423_zpid/,,,,,,,,,
6,15136217,http://www.zillow.com/homedetails/680-Teresita-Blvd-San-Francisco-CA-94127/15136217_zpid/,,Unfinished,,City,Gas,,,,
7,15139620,http://www.zillow.com/homedetails/339-Phelan-Ave-San-Francisco-CA-94112/15139620_zpid/,,,,,,,,,
8,15153397,http://www.zillow.com/homedetails/2-Bass-Ct-San-Francisco-CA-94124/15153397_zpid/,,,,,,,,,
9,15153741,http://www.zillow.com/homedetails/1371-Palou-Ave-San-Francisco-CA-94124/15153741_zpid/,,,,,,Forced air,Breakfast nook,,
10,15153873,http://www.zillow.com/homedetails/1190-Revere-Ave-San-Francisco-CA-94124/15153873_zpid/,,,Other,,,,,,
11,15154291,http://www.zillow.com/homedetails/1555-Yosemite-Ave-STE-57B-San-Francisco-CA-94124/15154291_zpid/,,,,,,,,,
12,15154292,http://www.zillow.com/homedetails/1555-Yosemite-Ave-STE-1B-San-Francisco-CA-94124/15154292_zpid/,,,,,,,,,
13,15154293,http://www.zillow.com/homedetails/1555-Yosemite-Ave-STE-1C-San-Francisco-CA-94124/15154293_zpid/,,,,,,,,,
14,15154646,http://www.zillow.com/homedetails/1079-Gilman-Ave-San-Francisco-CA-94124/15154646_zpid/,,,,,,,,California,
15,15155081,http://www.zillow.com/homedetails/1038-Le-Conte-Ave-San-Francisco-CA-94124/15155081_zpid/,2014,Finished,Shake / Shingle,"City, Mountain",Gas,Forced air,"Dining room, Family room, Master bath, Office, Pantry, Recreation room",Bayview Heights,
16,15155933,http://www.zillow.com/homedetails/1022-Newhall-St-San-Francisco-CA-94124/15155933_zpid/,,,,,,,,,
17,15156364,http://www.zillow.com/homedetails/1881-Oakdale-Ave-San-Francisco-CA-94124/15156364_zpid/,,,,,,,,,
18,15159718,http://www.zillow.com/homedetails/525-Precita-Ave-San-Francisco-CA-94110/15159718_zpid/,,Finished,Composition,"City, Mountain",Gas,Forced air,"Dining room, Laundry room, Office",,
19,15160879,http://www.zillow.com/homedetails/40-Costa-St-San-Francisco-CA-94110/15160879_zpid/,,,,,,,,,
20,15163497,http://www.zillow.com/homedetails/3651-Mission-St-San-Francisco-CA-94110/15163497_zpid/,,None,Asphalt,None,Gas,Forced air,,,
21,15163972,http://www.zillow.com/homedetails/541-Prentiss-St-San-Francisco-CA-94110/15163972_zpid/,,,,Water,,,,,
22,15165105,http://www.zillow.com/homedetails/32-Gaven-St-San-Francisco-CA-94134/15165105_zpid/,,,,,,,,,
23,15184539,http://www.zillow.com/homedetails/31-Elk-St-San-Francisco-CA-94131/15184539_zpid/,,,,,,Forced air,Dining room,,
24,15187884,http://www.zillow.com/homedetails/214-Ashton-Ave-San-Francisco-CA-94112/15187884_zpid/,,,,,,,,,
25,15189117,http://www.zillow.com/homedetails/135-Brighton-Ave-San-Francisco-CA-94112/15189117_zpid/,,,,,,,,,
26,15189182,http://www.zillow.com/homedetails/142-Granada-Ave-San-Francisco-CA-94112/15189182_zpid/,,,,,,,,,
27,15191063,http://www.zillow.com/homedetails/100-Shawnee-Ave-San-Francisco-CA-94112/15191063_zpid/,,,,,,,,,
28,15191866,http://www.zillow.com/homedetails/2572-Alemany-Blvd-San-Francisco-CA-94112/15191866_zpid/,,Partially finished,,City,,,"Breakfast nook, Dining room, Laundry room, Master bath, Solarium / Atrium",,
29,15196207,http://www.zillow.com/homedetails/154-Shakespeare-St-San-Francisco-CA-94112/15196207_zpid/,,,,,,,,,
30,15196832,http://www.zillow.com/homedetails/166-Eucalyptus-Dr-San-Francisco-CA-94132/15196832_zpid/,1995,,Shake / Shingle,,Gas,Baseboard,,,
31,67090314,http://www.zillow.com/homedetails/8200-Oceanview-Ter-APT-301-San-Francisco-CA-94132/67090314_zpid/,,,,,,Forced air,"Walk-in closet, Master bath",,
32,69820123,http://www.zillow.com/homedetails/1500-Innes-Ave-San-Francisco-CA-94124/69820123_zpid/,,,,,,,,,
33,15173604,http://www.zillow.com/homedetails/439-Campbell-Ave-San-Francisco-CA-94134/15173604_zpid/,,,Other,,,Forced air,,,
34,15188606,http://www.zillow.com/homedetails/145-Bertita-St-San-Francisco-CA-94112/15188606_zpid/,,,,,,,Dining room,,
35,80749514,http://www.zillow.com/homedetails/901-Bay-Shore-Blvd-APT-412-San-Francisco-CA-94124/80749514_zpid/,,,,,,,,,
36,89237920,http://www.zillow.com/homedetails/122-Maynard-St-San-Francisco-CA-94112/89237920_zpid/,,,,,,,,,
37,2100784055,http://www.zillow.com/homedetails/55-1-2-Lucy-St-San-Francisco-CA-94124/2100784055_zpid/,,,,,,Forced air,Walk-in closet,,
38,2109184660,http://www.zillow.com/homedetails/2974-Arelious-Walker-Dr-San-Francisco-CA-94124/2109184660_zpid/,,,Other,,Electric,,,,
39,15070867,http://www.zillow.com/homedetails/2826-Van-Ness-Ave-San-Francisco-CA-94109/15070867_zpid/,,,,,,,,,Russian Hill
40,15071127,http://www.zillow.com/homedetails/1721-1723-Lombard-St-San-Francisco-CA-94123/15071127_zpid/,,,,,,,,,
41,15076165,http://www.zillow.com/homedetails/1450-Post-St-APT-205-San-Francisco-CA-94109/15076165_zpid/,,,,,,,Dining room,,
42,15076348,http://www.zillow.com/homedetails/1483-Sutter-St-APT-422-San-Francisco-CA-94109/15076348_zpid/,,,,,,,,,
43,15079375,http://www.zillow.com/homedetails/20-Germania-St-San-Francisco-CA-94117/15079375_zpid/,,,,,,,,,
44,15080898,http://www.zillow.com/homedetails/2900-Pacific-Ave-APT-201-San-Francisco-CA-94115/15080898_zpid/,2012,,,"City, Water",,,,,
45,15082069,http://www.zillow.com/homedetails/2916-Sacramento-St-San-Francisco-CA-94115/15082069_zpid/,,,,,,,,,
46,15083612,http://www.zillow.com/homedetails/114-Collins-St-San-Francisco-CA-94118/15083612_zpid/,,,,,,Forced air,"Solarium / Atrium, Master bath, Recreation room, Breakfast nook, Family room, Dining room",,
47,80738291,http://www.zillow.com/homedetails/1-Bluxome-St-APT-316-San-Francisco-CA-94107/80738291_zpid/,,,,City,,Forced air,Master bath,,San Francisco Unified
48,15088772,http://www.zillow.com/homedetails/555-El-Camino-Del-Mar-San-Francisco-CA-94121/15088772_zpid/,2000,None,"Composition, Tile","City, Water",,,"Breakfast nook, Dining room, Family room, Laundry room, Master bath, Office, Pantry, Recreation room",,
49,15089338,http://www.zillow.com/homedetails/87-6th-Ave-San-Francisco-CA-94118/15089338_zpid/,2006,None,Built-up,,Gas,Forced air,,,
50,15090402,http://www.zillow.com/homedetails/234-236-25TH-Ave-San-Francisco-CA-94121/15090402_zpid/,,Partially finished,,,,,,,
51,15095805,http://www.zillow.com/homedetails/4145-4147-Anza-St-San-Francisco-CA-94121/15095805_zpid/,,,,,,,,,
52,15096967,http://www.zillow.com/homedetails/787-39th-Ave-San-Francisco-CA-94121/15096967_zpid/,2007,Finished,Tile,"Park, Water","Gas, Wood / Pellet",Forced air,"Sun room, Breakfast nook, Walk-in closet, Office, Sun room, Recreation room, Dining room",,
53,15097732,http://www.zillow.com/homedetails/619-21st-Ave-San-Francisco-CA-94121/15097732_zpid/,,,,,,,,,
54,15126676,http://www.zillow.com/homedetails/284-Roosevelt-Way-San-Francisco-CA-94114/15126676_zpid/,,,,Park,,,,,Corona Heights
55,15126678,http://www.zillow.com/homedetails/320-Roosevelt-Way-San-Francisco-CA-94114/15126678_zpid/,,,Other,Water,Gas,Other,"Master bath, Family room, Laundry room",,
56,15128353,http://www.zillow.com/homedetails/236-Corbett-Ave-San-Francisco-CA-94114/15128353_zpid/,,,,,,,,,
57,15128380,http://www.zillow.com/homedetails/56-Mars-St-San-Francisco-CA-94114/15128380_zpid/,,Finished,Composition,City,Gas,Forced air,"Mud room, Mud room, Master bath, Dining room",,
58,15128931,http://www.zillow.com/homedetails/39-Warren-Dr-San-Francisco-CA-94131/15128931_zpid/,,,,,,,,,
59,15129501,http://www.zillow.com/homedetails/101-103-Caselli-Ave-San-Francisco-CA-94114/15129501_zpid/,2005,None,Other,,,,,,
60,15132471,http://www.zillow.com/homedetails/109-Olympia-Way-San-Francisco-CA-94131/15132471_zpid/,,,,,Gas,Forced air,,,
61,15147008,http://www.zillow.com/homedetails/287-Fair-Oaks-St-San-Francisco-CA-94110/15147008_zpid/,2001,Finished,,,Gas,Forced air,"Dining room, Family room, Laundry room",,
62,15148697,http://www.zillow.com/homedetails/301-Bryant-St-APT-D24-San-Francisco-CA-94107/15148697_zpid/,,,Other,,None,Other,"Family room, Dining room",,
63,15148699,http://www.zillow.com/homedetails/301-Bryant-St-APT-D32-San-Francisco-CA-94107/15148699_zpid/,,,Other,,None,Other,"Family room, Dining room",,
64,15149005,http://www.zillow.com/homedetails/251-253-Missouri-St-San-Francisco-CA-94107/15149005_zpid/,,,,,,,"Walk-in closet, Family room",,
65,15151159,http://www.zillow.com/homedetails/922-Florida-St-San-Francisco-CA-94110/15151159_zpid/,,,,,,,,,
66,15152705,http://www.zillow.com/homedetails/1434-Kansas-St-San-Francisco-CA-94107/15152705_zpid/,,Finished,Asphalt,,Gas,Forced air,"Family room, Laundry room, Master bath, Office, Walk-in closet",,
67,80738291,http://www.zillow.com/homedetails/1-Bluxome-St-APT-316-San-Francisco-CA-94107/80738291_zpid/,,,,City,,Forced air,Master bath,,San Francisco Unified
68,52932794,http://www.zillow.com/homedetails/150-Grand-View-Ave-San-Francisco-CA-94114/52932794_zpid/,,,,,,,,,
69,53153493,http://www.zillow.com/homedetails/246-2nd-St-APT-708-San-Francisco-CA-94105/53153493_zpid/,,,,City,,,,,
70,59779565,http://www.zillow.com/homedetails/1211-Arguello-Blvd-San-Francisco-CA-94122/59779565_zpid/,,,,,,,,,
71,61288460,http://www.zillow.com/homedetails/239-Brannan-St-UNIT-2G-San-Francisco-CA-94107/61288460_zpid/,,,,,,,,,
72,63196381,http://www.zillow.com/homedetails/666-Post-St-APT-202-San-Francisco-CA-94109/63196381_zpid/,,,,,,Forced air,Breakfast nook,,
73,64972773,http://www.zillow.com/homedetails/1247-Harrison-St-APT-17-San-Francisco-CA-94103/64972773_zpid/,,,,City,,,,,
74,64972774,http://www.zillow.com/homedetails/1247-Harrison-St-APT-20-San-Francisco-CA-94103/64972774_zpid/,,,,,,,,,
75,69817914,http://www.zillow.com/homedetails/200-Brannan-St-APT-410-San-Francisco-CA-94107/69817914_zpid/,,None,,,Gas,Forced air,Family room,,
76,69819435,http://www.zillow.com/homedetails/250-King-St-UNIT-716-San-Francisco-CA-94107/69819435_zpid/,,,,,,,,,
77,69819605,http://www.zillow.com/homedetails/260-King-St-UNIT-417-San-Francisco-CA-94107/69819605_zpid/,,,,,,,,,
78,69819751,http://www.zillow.com/homedetails/260-King-St-UNIT-623-San-Francisco-CA-94107/69819751_zpid/,,,,,,,,,
79,71713724,http://www.zillow.com/homedetails/50-Lansing-St-UNIT-408-San-Francisco-CA-94105/71713724_zpid/,,,,,,,,,
80,71713735,http://www.zillow.com/homedetails/50-Lansing-St-UNIT-601-San-Francisco-CA-94105/71713735_zpid/,,,,,,,,,
81,71713737,http://www.zillow.com/homedetails/50-Lansing-St-UNIT-604-San-Francisco-CA-94105/71713737_zpid/,,,,,,,,,
82,79841289,http://www.zillow.com/homedetails/1129-Church-St-San-Francisco-CA-94114/79841289_zpid/,,,,,,,,,
83,79844179,http://www.zillow.com/homedetails/638-19th-St-UNIT-11-San-Francisco-CA-94107/79844179_zpid/,,,,"City, Water",Gas,Forced air,"Dining room, Family room",,
84,79846733,http://www.zillow.com/homedetails/555-4th-St-UNIT-748-San-Francisco-CA-94107/79846733_zpid/,,,,,,,,,
85,79846752,http://www.zillow.com/homedetails/83-Mcallister-St-APT-410-San-Francisco-CA-94102/79846752_zpid/,,,,,,,,,
86,80734738,http://www.zillow.com/homedetails/199-New-Montgomery-St-UNIT-1407-San-Francisco-CA-94105/80734738_zpid/,,,,,,,,,
87,80738981,http://www.zillow.com/homedetails/400-Beale-St-APT-1308-San-Francisco-CA-94105/80738981_zpid/,,,,,,Forced air,"Family room, Dining room",,
88,80741227,http://www.zillow.com/homedetails/60-Rausch-St-APT-410-San-Francisco-CA-94103/80741227_zpid/,,None,,City,,Radiant,"Family room, Laundry room, Office",,
89,80741391,http://www.zillow.com/homedetails/340-6th-St-UNIT-303-San-Francisco-CA-94103/80741391_zpid/,,,,,,,,South of Market,South of Market
90,80743843,http://www.zillow.com/homedetails/199-New-Montgomery-St-UNIT-1609-San-Francisco-CA-94105/80743843_zpid/,,,,,,,,,
91,80751198,http://www.zillow.com/homedetails/601-4th-St-UNIT-125-San-Francisco-CA-94107/80751198_zpid/,,,,,,,,,
92,80756239,http://www.zillow.com/homedetails/199-New-Montgomery-St-UNIT-1004-San-Francisco-CA-94105/80756239_zpid/,,,,,,,"Office, Family room",,
93,82785239,http://www.zillow.com/homedetails/725-Pine-St-APT-102-San-Francisco-CA-94108/82785239_zpid/,,,,,,Forced air,"Mud room, Office, Library, Master bath, Workshop, Pantry, Recreation room, Breakfast nook, Family room, Laundry room, Dining room, Walk-in closet, Sun room, Solarium / Atrium",,
94,89237384,http://www.zillow.com/homedetails/1809-Jones-St-San-Francisco-CA-94109/89237384_zpid/,,,,,,,,,
95,89238348,http://www.zillow.com/homedetails/1884-Bush-St-San-Francisco-CA-94109/89238348_zpid/,,,,,,Other,,,
96,89238761,http://www.zillow.com/homedetails/888-7th-St-UNIT-142-San-Francisco-CA-94107/89238761_zpid/,,,,,,,,,
97,89239155,http://www.zillow.com/homedetails/1501-Greenwich-St-UNIT-403-San-Francisco-CA-94123/89239155_zpid/,,,,,,,,,
98,89239960,http://www.zillow.com/homedetails/888-7th-St-UNIT-110-San-Francisco-CA-94107/89239960_zpid/,,,,,,,,,
99,94976253,http://www.zillow.com/homedetails/330-Berry-St-UNIT-506-San-Francisco-CA-94158/94976253_zpid/,,,,,,,,,
100,96045226,http://www.zillow.com/homedetails/1405-34th-Ave-San-Francisco-CA-94122/96045226_zpid/,,,,,,,,,
101,118486917,http://www.zillow.com/homedetails/3542-Broderick-St-San-Francisco-CA-94123/118486917_zpid/,,,,,,Forced air,Dining room,,
102,15145221,http://www.zillow.com/homedetails/4069-19th-St-San-Francisco-CA-94114/15145221_zpid/,,,,,,Forced air,"Breakfast nook, Family room",,
103,123597697,http://www.zillow.com/homedetails/826-14th-St-San-Francisco-CA-94114/123597697_zpid/,,,,,,,,,
104,124397618,http://www.zillow.com/homedetails/25-Dolores-St-San-Francisco-CA-94103/124397618_zpid/,,,,,,Forced air,"Dining room, Walk-in closet, Master bath",,
105,124397618,http://www.zillow.com/homedetails/25-Dolores-St-San-Francisco-CA-94103/124397618_zpid/,,,,,,Forced air,"Dining room, Walk-in closet, Master bath",,
106,124397618,http://www.zillow.com/homedetails/25-Dolores-St-San-Francisco-CA-94103/124397618_zpid/,,,,,,Forced air,"Dining room, Walk-in closet, Master bath",,
107,124397618,http://www.zillow.com/homedetails/25-Dolores-St-San-Francisco-CA-94103/124397618_zpid/,,,,,,Forced air,"Dining room, Walk-in closet, Master bath",,
108,124397618,http://www.zillow.com/homedetails/25-Dolores-St-San-Francisco-CA-94103/124397618_zpid/,,,,,,Forced air,"Dining room, Walk-in closet, Master bath",,
109,124397618,http://www.zillow.com/homedetails/25-Dolores-St-San-Francisco-CA-94103/124397618_zpid/,,,,,,Forced air,"Dining room, Walk-in closet, Master bath",,
110,124397618,http://www.zillow.com/homedetails/25-Dolores-St-San-Francisco-CA-94103/124397618_zpid/,,,,,,Forced air,"Dining room, Walk-in closet, Master bath",,
111,124397618,http://www.zillow.com/homedetails/25-Dolores-St-San-Francisco-CA-94103/124397618_zpid/,,,,,,Forced air,"Dining room, Walk-in closet, Master bath",,
112,124397618,http://www.zillow.com/homedetails/25-Dolores-St-San-Francisco-CA-94103/124397618_zpid/,,,,,,Forced air,"Dining room, Walk-in closet, Master bath",,
113,124397618,http://www.zillow.com/homedetails/25-Dolores-St-San-Francisco-CA-94103/124397618_zpid/,,,,,,Forced air,"Dining room, Walk-in closet, Master bath",,
114,124397618,http://www.zillow.com/homedetails/25-Dolores-St-San-Francisco-CA-94103/124397618_zpid/,,,,,,Forced air,"Dining room, Walk-in closet, Master bath",,
115,124397618,http://www.zillow.com/homedetails/25-Dolores-St-San-Francisco-CA-94103/124397618_zpid/,,,,,,Forced air,"Dining room, Walk-in closet, Master bath",,
116,124397618,http://www.zillow.com/homedetails/25-Dolores-St-San-Francisco-CA-94103/124397618_zpid/,,,,,,Forced air,"Dining room, Walk-in closet, Master bath",,
117,52932794,http://www.zillow.com/homedetails/150-Grand-View-Ave-San-Francisco-CA-94114/52932794_zpid/,,,,,,,,,
118,125309279,http://www.zillow.com/homedetails/755-Corbett-Ave-San-Francisco-CA-94131/125309279_zpid/,,Unfinished,Built-up,"City, Mountain, Park, Territorial, Water",,,"Family room, Laundry room, Workshop",,
119,2104075717,http://www.zillow.com/homedetails/1040-Dolores-St-APT-204-San-Francisco-CA-94110/2104075717_zpid/,,,,,,,,,
120,2132396464,http://www.zillow.com/homedetails/140-Mason-St-San-Francisco-CA-94102/2132396464_zpid/,,,,,,,,TENDERLOIN,
121,15155004,http://www.zillow.com/homedetails/17-Jennings-Ct-San-Francisco-CA-94124/15155004_zpid/,,Unfinished,,,,,,,
122,15119547,http://www.zillow.com/homedetails/2270-26th-Ave-San-Francisco-CA-94116/15119547_zpid/,,,,,,,,Parkside,
123,15121227,http://www.zillow.com/homedetails/3340-3342-Taraval-St-San-Francisco-CA-94116/15121227_zpid/,,,,,,,,,
124,15121445,http://www.zillow.com/homedetails/2322-48th-Ave-San-Francisco-CA-94116/15121445_zpid/,,,,,,,,,
125,15126033,http://www.zillow.com/homedetails/2795-39th-Ave-San-Francisco-CA-94116/15126033_zpid/,,Partially finished,Asphalt,,Gas,,Dining room,Outer Parkside,
126,15132008,http://www.zillow.com/homedetails/172-Panorama-Dr-San-Francisco-CA-94131/15132008_zpid/,,,,,,,,Midtown Terrace,
127,15137861,http://www.zillow.com/homedetails/442-Mangels-Ave-San-Francisco-CA-94127/15137861_zpid/,2006,Finished,Composition,Mountain,Gas,Forced air,"Dining room, Family room, Laundry room, Master bath, Office",,
128,15138654,http://www.zillow.com/homedetails/370-Monterey-Blvd-APT-312-San-Francisco-CA-94131/15138654_zpid/,,,Other,,,Baseboard,,,
129,15138665,http://www.zillow.com/homedetails/482-Monterey-Blvd-San-Francisco-CA-94127/15138665_zpid/,,,,,,,,,
130,15153131,http://www.zillow.com/homedetails/601-La-Salle-Ave-San-Francisco-CA-94124/15153131_zpid/,,,,,,,,,
131,15153618,http://www.zillow.com/homedetails/1043-Palou-Ave-San-Francisco-CA-94124/15153618_zpid/,,,,,,,,,
132,15153623,http://www.zillow.com/homedetails/1081-Palou-Ave-San-Francisco-CA-94124/15153623_zpid/,,,,,,,,Bayview,
133,15153821,http://www.zillow.com/homedetails/1335-Quesada-Ave-San-Francisco-CA-94124/15153821_zpid/,,,,,,,,,
134,15153979,http://www.zillow.com/homedetails/1408-Shafter-Ave-San-Francisco-CA-94124/15153979_zpid/,,,Other,,,,,,
135,15154051,http://www.zillow.com/homedetails/1443-Shafter-Ave-San-Francisco-CA-94124/15154051_zpid/,,,,,,,,,
136,15154646,http://www.zillow.com/homedetails/1079-Gilman-Ave-San-Francisco-CA-94124/15154646_zpid/,,,,,,,,California,
137,15154740,http://www.zillow.com/homedetails/1173-Hollister-Ave-San-Francisco-CA-94124/15154740_zpid/,,,,,,,,,
138,15155851,http://www.zillow.com/homedetails/1516-Kirkwood-Ave-San-Francisco-CA-94124/15155851_zpid/,,,,,,,,,
139,15155907,http://www.zillow.com/homedetails/1770-La-Salle-Ave-San-Francisco-CA-94124/15155907_zpid/,,,,,,,,,
140,15155963,http://www.zillow.com/homedetails/1542-Mckinnon-Ave-San-Francisco-CA-94124/15155963_zpid/,,,,,,,,,
141,15156186,http://www.zillow.com/homedetails/1207-Lane-St-San-Francisco-CA-94124/15156186_zpid/,2012,Finished,Other,,,,,,
142,15156524,http://www.zillow.com/homedetails/1477-Palou-Ave-San-Francisco-CA-94124/15156524_zpid/,,,,,,,,,
143,15157207,http://www.zillow.com/homedetails/1566-Shafter-Ave-San-Francisco-CA-94124/15157207_zpid/,,,,,,,,,
144,15157718,http://www.zillow.com/homedetails/1506-1508-Underwood-Ave-San-Francisco-CA-94124/15157718_zpid/,,,,,,,,,
145,15157720,http://www.zillow.com/homedetails/1514-Underwood-Ave-San-Francisco-CA-94124/15157720_zpid/,,,,,,,,,
146,15157826,http://www.zillow.com/homedetails/38-Waterville-St-San-Francisco-CA-94124/15157826_zpid/,,,,,,,,,
147,15158496,http://www.zillow.com/homedetails/176-Ledyard-St-San-Francisco-CA-94124/15158496_zpid/,,,,,,,,,
148,15164786,http://www.zillow.com/homedetails/100-102-Bache-St-San-Francisco-CA-94110/15164786_zpid/,2014,,Composition,City,,Other,"Family room, Master bath, Office, Walk-in closet",,
149,15166485,http://www.zillow.com/homedetails/91-W-View-Ave-San-Francisco-CA-94134/15166485_zpid/,,,,City,Gas,,,Portola,
150,15169365,http://www.zillow.com/homedetails/162-Lisbon-St-San-Francisco-CA-94112/15169365_zpid/,,,,,,,,,
151,15172745,http://www.zillow.com/homedetails/3336-San-Bruno-Ave-APT-102-San-Francisco-CA-94134/15172745_zpid/,,,,,,,,,
152,15173176,http://www.zillow.com/homedetails/1231-Brussels-St-San-Francisco-CA-94134/15173176_zpid/,,Unfinished,Other,Mountain,Gas,Other,,,
153,15176651,http://www.zillow.com/homedetails/803-Athens-St-San-Francisco-CA-94112/15176651_zpid/,,,,,,,Recreation room,,
154,15179610,http://www.zillow.com/homedetails/434-Hanover-St-San-Francisco-CA-94112/15179610_zpid/,,,,,,,,,
155,15183415,http://www.zillow.com/homedetails/1737-1739-Church-St-San-Francisco-CA-94131/15183415_zpid/,,,,,,,,,
156,15185531,http://www.zillow.com/homedetails/68-Cayuga-Ave-San-Francisco-CA-94112/15185531_zpid/,,,,,,,,,
157,15187884,http://www.zillow.com/homedetails/214-Ashton-Ave-San-Francisco-CA-94112/15187884_zpid/,,,,,,,,,
158,15189614,http://www.zillow.com/homedetails/537-Victoria-St-San-Francisco-CA-94132/15189614_zpid/,,,,,,,,Merced Heights,
159,15191063,http://www.zillow.com/homedetails/100-Shawnee-Ave-San-Francisco-CA-94112/15191063_zpid/,,,,,,,,,
160,15191543,http://www.zillow.com/homedetails/246-Ottawa-Ave-San-Francisco-CA-94112/15191543_zpid/,2016,Finished,Asphalt,"City, Mountain",,,"Dining room, Workshop, Solarium / Atrium",,
161,15192093,http://www.zillow.com/homedetails/85-Josiah-Ave-San-Francisco-CA-94112/15192093_zpid/,,Unfinished,Asphalt,"City, Mountain, Water",Electric,Forced air,,ingelside,sfusd
162,15192290,http://www.zillow.com/homedetails/791-Lakeview-Ave-San-Francisco-CA-94112/15192290_zpid/,,,,,,,,Ingleside,
163,15193122,http://www.zillow.com/homedetails/145-Shields-St-San-Francisco-CA-94132/15193122_zpid/,,,Other,,,,Dining room,,
164,15194129,http://www.zillow.com/homedetails/523-Ellington-Ave-San-Francisco-CA-94112/15194129_zpid/,2012,None,,,Gas,,,,
165,15195465,http://www.zillow.com/homedetails/185-Sadowa-St-San-Francisco-CA-94112/15195465_zpid/,,,,,,,,,
166,15197252,http://www.zillow.com/homedetails/378-Stratford-Dr-San-Francisco-CA-94132/15197252_zpid/,,,,,,,,,
167,15197928,http://www.zillow.com/homedetails/159-Middlefield-Dr-San-Francisco-CA-94132/15197928_zpid/,2008,Partially finished,Composition,City,Gas,Forced air,"Laundry room, Master bath, Recreation room, Walk-in closet",,
168,15198671,http://www.zillow.com/homedetails/44-Amethyst-Way-San-Francisco-CA-94131/15198671_zpid/,,,,,,,,Diamond Heights,Diamond Heights
169,15199208,http://www.zillow.com/homedetails/175-Red-Rock-Way-APT-108K-San-Francisco-CA-94131/15199208_zpid/,,,,,,,,,
170,15199870,http://www.zillow.com/homedetails/75-Ora-Way-APT-304D-San-Francisco-CA-94131/15199870_zpid/,,,,,Electric,,"Walk-in closet, Dining room",,
171,15199927,http://www.zillow.com/homedetails/95-Ora-Way-APT-309F-San-Francisco-CA-94131/15199927_zpid/,,,,,,,,,
172,53153388,http://www.zillow.com/homedetails/370-Monterey-Blvd-APT-101-San-Francisco-CA-94131/53153388_zpid/,2012,,Other,,,,,,
173,15199817,http://www.zillow.com/homedetails/55-Ora-Way-APT-207B-San-Francisco-CA-94131/15199817_zpid/,,,Other,,Electric,Baseboard,Dining room,,
174,67090232,http://www.zillow.com/homedetails/8100-Oceanview-Ter-APT-214-San-Francisco-CA-94132/67090232_zpid/,,,Other,,,Forced air,"Walk-in closet, Master bath",,
175,69820125,http://www.zillow.com/homedetails/901-Bay-Shore-Blvd-APT-201-San-Francisco-CA-94124/69820125_zpid/,,,,,,,,,
176,79842779,http://www.zillow.com/homedetails/1382-Revere-Ave-San-Francisco-CA-94124/79842779_zpid/,,,,,,Forced air,"Walk-in closet, Master bath, Family room, Laundry room, Dining room",,
177,80731609,http://www.zillow.com/homedetails/901-Bay-Shore-Blvd-APT-306-San-Francisco-CA-94124/80731609_zpid/,,,Other,,,,,,
178,80753263,http://www.zillow.com/homedetails/901-Bay-Shore-Blvd-APT-304-San-Francisco-CA-94124/80753263_zpid/,,,,City,Gas,,Dining room,,
179,116155837,http://www.zillow.com/homedetails/4800-3rd-St-UNIT-302-San-Francisco-CA-94124/116155837_zpid/,,,,,,Forced air,"Mud room, Office, Library, Master bath, Workshop, Pantry, Recreation room, Breakfast nook, Family room, Laundry room, Dining room, Walk-in closet, Sun room, Solarium / Atrium",,
180,119685502,http://www.zillow.com/homedetails/5800-3rd-St-UNIT-1102-San-Francisco-CA-94124/119685502_zpid/,,,,,Electric,,,,
181,79842779,http://www.zillow.com/homedetails/1382-Revere-Ave-San-Francisco-CA-94124/79842779_zpid/,,,,,,Forced air,"Walk-in closet, Master bath, Family room, Laundry room, Dining room",,
182,2101849403,http://www.zillow.com/homedetails/1243-Fitzgerald-Ave-San-Francisco-CA-94124/2101849403_zpid/,,,,,,,,,Not Listed
183,15199870,http://www.zillow.com/homedetails/75-Ora-Way-APT-304D-San-Francisco-CA-94131/15199870_zpid/,,,,,Electric,,"Walk-in closet, Dining room",,
184,15068209,http://www.zillow.com/homedetails/850-Powell-St-APT-404-San-Francisco-CA-94108/15068209_zpid/,,,,Water,,,,,
185,15069421,http://www.zillow.com/homedetails/631-Ofarrell-St-APT-411-San-Francisco-CA-94109/15069421_zpid/,,,,,,,,,
186,15070930,http://www.zillow.com/homedetails/1257-1261-Lombard-St-San-Francisco-CA-94109/15070930_zpid/,,Partially finished,Asphalt,Water,,,,,
187,15071587,http://www.zillow.com/homedetails/2363-Larkin-St-APT-22-San-Francisco-CA-94109/15071587_zpid/,,,,,,,,,
