"zillow_id","latitude","longitude","year_built","bathrooms","bedrooms","last_sold_date","last_sold_price","property.size","home_type","tax_year","tax_value","home_size","zipcode","list","url"
30651240,40.657905,-73.927405,1935,NA,NA,1992-09-15,150000,1788,"Duplex",2015,407000,1980,11203,NA,NA
124398177,40.822734,-73.950744,NA,NA,NA,2015-09-16,100000,NA,"Cooperative",NA,NA,NA,10031,NA,NA
32042213,40.752545,-73.817785,1920,NA,NA,2015-06-15,850000,2500,"SingleFamily",2015,671000,1605,11355,NA,NA
32225230,40.59215,-73.80178,1920,NA,NA,2013-06-10,130000,3000,"Duplex",2015,275000,1296,11692,NA,NA
31947397,40.78021,-73.913559,1935,1,1,2013-05-10,765000,1800,"MultiFamily2To4",2015,828000,1728,11105,NA,NA
32010727,40.7054,-73.898465,1930,3,17,2016-03-09,950000,1485,"MultiFamily2To4",2015,625000,1200,11385,NA,NA
32058026,40.77312,-73.780605,1950,2.5,3,2016-01-27,785000,4000,"SingleFamily",2015,765000,1025,11360,NA,NA
62648132,40.69928,-73.922695,2002,5,9,2014-01-06,700000,1498,"MultiFamily2To4",2015,666000,3300,11237,NA,NA
31974775,40.739515,-73.85658,1910,NA,NA,2015-10-08,498000,2000,"SingleFamily",2015,449000,1308,11368,NA,NA
72533539,40.773873,-73.94842,1965,1,2,2014-10-21,795000,NA,"Cooperative",NA,NA,NA,10028,NA,NA
31941608,40.76537,-73.911239,1880,2,5,2013-06-06,775000,2425,"MultiFamily2To4",2015,713000,1672,11103,NA,NA
32276552,40.629795,-74.118995,1920,2.5,3,2015-12-09,330000,3700,"SingleFamily",2015,362000,2800,10310,NA,NA
32106294,40.69396,-73.856145,1930,2,3,2015-04-10,430000,1999,"SingleFamily",2015,365000,1156,11421,NA,NA
79737944,40.733109,-73.743151,NA,NA,NA,2013-09-24,208000,NA,"Cooperative",NA,NA,NA,11427,NA,NA
112086857,40.798023,-73.934806,2007,1,1,2011-04-26,496860,2500,"Condominium",2014,120187,983,10035,NA,NA
32017888,40.705304,-73.870525,1930,2,4,NA,NA,3998,"SingleFamily",2015,610000,1872,11385,"$699,000","http://www.zillow.com/homes/for_sale/32017888_zpid"
32139000,40.69655,-73.78752,1925,1,3,2009-12-03,222600,2500,"SingleFamily",2015,312000,1014,11433,"$430,000","http://www.zillow.com/homes/for_sale/32139000_zpid"
121999772,40.724522,-73.979332,NA,1,2,2014-08-19,430000,NA,"Cooperative",NA,NA,NA,10009,NA,NA
31499114,40.73034,-74.00595,1901,5,4,2014-08-05,11450000,2100,"Townhouse",2014,8668000,4368,10014,NA,NA
32130751,40.71053,-73.81785,1940,2,4,NA,NA,2500,"SingleFamily",2015,559000,1278,11435,"$729,000","http://www.zillow.com/homes/for_sale/32130751_zpid"
89073115,40.708477,-73.944046,1920,NA,NA,2014-11-20,405000,NA,"Condominium",2015,98102,768,11206,NA,NA
72525185,40.749591,-73.971786,NA,NA,NA,2016-01-07,895000,NA,"Cooperative",NA,NA,NA,10017,NA,NA
97532790,40.713729,-74.008132,1915,3.5,5,2014-07-14,2780000,2446,"MultiFamily2To4",NA,NA,3500,10007,NA,NA
32114334,40.67713,-73.852615,1925,1,3,2016-01-27,475000,1825,"SingleFamily",2015,363000,1230,11417,NA,NA
31496111,40.724869,-73.981605,1900,NA,NA,2015-02-25,14550000,1680,"Cooperative",2014,2548000,7527,10009,NA,NA
65317231,40.765132,-73.982383,2002,2,2,2008-09-19,2865000,NA,"Condominium",2014,352059,1412,10019,"$3,300,000","http://www.zillow.com/homes/for_sale/65317231_zpid"
89071900,40.742657,-73.95776,2007,1,1,2011-06-01,450000,NA,"Condominium",2015,80131,696,11101,"$885,000","http://www.zillow.com/homes/for_sale/89071900_zpid"
32128262,40.688215,-73.813144,1920,NA,NA,2015-12-14,198000,3747,"SingleFamily",2015,503000,2375,11419,NA,NA
121421953,40.748828,-73.999549,NA,NA,NA,2014-05-15,107168,NA,"Cooperative",NA,NA,NA,10001,NA,NA
31501530,40.73389,-74.00811,1985,1,0,2015-08-25,980000,NA,"MultiFamily2To4",2014,203034,575,10014,NA,NA
120226913,40.709075,-74.009803,1920,NA,NA,2013-08-23,962246,NA,"Condominium",2014,266650,1040,10005,NA,NA
32053030,40.741408,-73.790914,1953,NA,NA,2015-04-06,460000,NA,"Condominium",2015,63687,801,11365,NA,NA
2106201344,40.81729,-73.94414,1899,5,6,2014-07-24,1600000,NA,"Townhouse",NA,NA,4200,10030,NA,NA
32000300,40.725145,-73.86285,1936,2,3,2016-02-22,768100,2354,"SingleFamily",2015,782000,1700,11374,NA,NA
123203382,40.665737,-73.952774,NA,NA,NA,2016-01-04,1225000,NA,"Cooperative",NA,NA,NA,11225,NA,NA
32036574,40.769075,-73.79274,1953,2,3,2015-05-04,520000,1694,"SingleFamily",2015,492000,1024,11358,NA,NA
80013172,40.760581,-73.972908,2003,3.5,3,2007-12-26,5243987,NA,"Condominium",2014,878287,2302,10022,"$7,700,000","http://www.zillow.com/homes/for_sale/80013172_zpid"
121423344,40.896369,-73.909019,1960,1,1,2014-05-15,160000,NA,"Cooperative",NA,NA,NA,10471,NA,NA
32152475,40.724295,-73.73303,1930,NA,NA,2014-08-19,425000,4000,"SingleFamily",2015,434000,1120,11428,NA,NA
32302055,40.62177,-74.145355,1945,2,3,2013-08-07,405000,3200,"SingleFamily",2015,356000,1230,10302,NA,NA
72527751,40.763747,-73.965835,1960,1.5,1,2014-05-20,710000,NA,"Cooperative",NA,NA,NA,10065,NA,NA
30680276,40.62401,-73.991075,1935,2,4,2014-05-28,820000,3100,"SingleFamily",2013,285000,2040,11204,NA,NA
31521980,40.777465,-73.985702,1961,1,2,2013-06-06,1495000,79296,"Cooperative",2014,67777000,493268,10023,NA,NA
2099075333,40.77951,-73.91547,1910,2,5,NA,NA,2500,"MultiFamily2To4",NA,NA,2000,11105,"$1,595,888","http://www.zillow.com/homes/for_sale/2099075333_zpid"
2099542278,40.668,-73.9385,1901,3,7,NA,NA,NA,"Townhouse",NA,NA,3612,11213,"$1,200,000","http://www.zillow.com/homes/for_sale/2099542278_zpid"
32186160,40.684225,-73.78925,1920,2,2,NA,NA,1999,"SingleFamily",2015,291000,868,11434,"$355,000","http://www.zillow.com/homes/for_sale/32186160_zpid"
2102740152,40.7675,-73.9703,1931,4,2,NA,NA,NA,"Cooperative",NA,NA,NA,10065,"$14,500,000","http://www.zillow.com/homes/for_sale/2102740152_zpid"
30607606,40.693445,-73.9443,1910,NA,NA,2013-07-03,185000,1900,"Triplex",2015,817000,3192,11206,NA,NA
32053129,40.74243,-73.787065,1945,2,3,2014-10-09,725000,4000,"SingleFamily",2015,715000,1502,11365,NA,NA
32099694,40.738204,-73.715885,1950,2.5,4,2014-06-02,535000,4000,"SingleFamily",2015,575000,1376,11426,NA,NA
72535566,40.822799,-73.942955,2003,2,3,2013-12-04,505000,NA,"Cooperative",NA,NA,NA,10039,NA,NA
32318927,40.612047,-74.066437,1989,NA,NA,2015-10-19,200000,1400,"SingleFamily",2015,330000,1480,10305,NA,NA
2099199404,40.8236,-73.9416,NA,1,1,2016-03-03,525000,NA,"Condominium",NA,NA,670,10039,NA,NA
30722081,40.60594,-73.97063,1925,1.5,3,2014-09-23,810000,2307,"SingleFamily",2015,850000,1120,11223,NA,NA
2104291775,40.5792,-73.9439,1925,4,5,NA,NA,NA,"SingleFamily",NA,NA,NA,11235,"$1,650,000","http://www.zillow.com/homes/for_sale/2104291775_zpid"
31986504,40.722035,-73.906755,1920,2,3,2015-12-10,670000,2500,"Duplex",2015,570000,1490,11378,NA,NA
120226942,40.748275,-73.991394,2008,NA,NA,2013-12-10,650000,2469,"Condominium",2014,124324,643,10001,NA,NA
82804429,40.779838,-73.985313,1924,2,2,2008-09-17,1080000,NA,"Cooperative",NA,NA,NA,10023,"$1,495,000","http://www.zillow.com/homes/for_sale/82804429_zpid"
30602170,40.693195,-73.933465,1899,NA,1,2014-08-11,662500,1875,"MultiFamily2To4",2015,537000,700,11221,NA,NA
32034122,40.77211,-73.811309,1950,2,3,2014-12-17,723000,4000,"SingleFamily",2015,684000,1925,11354,NA,NA
63054659,40.701243,-73.95237,NA,NA,NA,2013-10-30,145000,NA,"Condominium",2015,269436,1677,11206,NA,NA
30706149,40.614615,-73.998975,1930,3,5,2016-03-11,850000,1800,"SingleFamily",2015,784000,2028,11214,NA,NA
72511245,40.713914,-73.979613,1960,1,1,2014-06-10,467500,NA,"Cooperative",NA,NA,NA,10002,NA,NA
89335272,40.777169,-73.988911,NA,2,2,2013-08-15,875000,NA,"Condominium",2014,412541,1300,10069,NA,NA
55502371,40.752563,-73.967819,2001,2,2,2016-01-13,2565000,NA,"Condominium",2015,331882,1478,10017,NA,NA
31971537,40.75076,-73.86075,1925,2,4,2014-07-15,475000,3125,"SingleFamily",2015,389000,1305,11368,NA,NA
2108396062,40.8634,-73.8678,1968,1,2,NA,NA,NA,"Cooperative",NA,NA,900,10467,"$165,000","http://www.zillow.com/homes/for_sale/2108396062_zpid"
32115811,40.69539,-73.84339,1910,NA,NA,2004-07-03,189649,784080,"SingleFamily",2007,371000,1100,11418,"$59,000","http://www.zillow.com/homes/for_sale/32115811_zpid"
32369428,40.534095,-74.200805,1950,NA,NA,2015-03-26,213850,10000,"SingleFamily",2015,544000,1008,10309,NA,NA
29833568,40.886619,-73.84805,1955,NA,0,2014-04-11,370000,2482,"MultiFamily2To4",2015,442000,2550,10466,NA,NA
72510490,40.704998,-74.009621,NA,NA,NA,2014-03-03,760000,NA,"Cooperative",NA,NA,NA,10004,NA,NA
31987507,40.713565,-73.904085,1930,NA,NA,2013-12-24,538500,1605,"Triplex",2015,562000,2108,11378,NA,NA
90240634,40.695801,-73.996948,1949,1,0,2013-12-16,415000,NA,"MultiFamily2To4",NA,NA,NA,11201,NA,NA
63874150,40.808734,-73.951057,NA,1,1,2014-01-09,935000,NA,"Condominium",2014,223594,1522,10027,NA,NA
32091681,40.73009,-73.730404,1940,2,3,2014-01-08,563000,4300,"SingleFamily",2015,556000,1774,11426,NA,NA
30579410,40.639844,-74.01417,1899,3,5,2015-11-09,1095000,2003,"MultiFamily2To4",2015,879000,2820,11220,NA,NA
32121503,40.687565,-73.83637,1910,NA,NA,2013-07-08,520000,2523,"Triplex",2015,559000,2660,11416,NA,NA
32189833,40.68595,-73.775845,1930,3,5,2014-06-05,400000,3131,"SingleFamily",2015,296000,1608,11434,NA,NA
31968710,40.76484,-73.86408,1930,3,6,2014-01-13,725000,3001,"MultiFamily2To4",2015,685000,1980,11369,NA,NA
32299397,40.63248,-74.15484,1925,2,5,2015-06-09,165000,4035,"MultiFamily2To4",2015,309000,2020,10303,NA,NA
32305077,40.617908,-74.165373,1981,3,4,2016-01-19,355000,2583,"SingleFamily",2015,425000,2400,10314,NA,NA
2098933132,40.7027,-73.991,2002,2,2,2008-05-30,825000,NA,"Condominium",2015,98265,1010,11201,"$1,325,000","http://www.zillow.com/homes/for_sale/2098933132_zpid"
121039302,40.753662,-73.997673,1963,1,1,2014-04-11,540000,NA,"Cooperative",NA,NA,NA,10001,NA,NA
119532918,40.590247,-73.792636,2010,NA,2,2014-03-13,670000,2246,"MultiFamily2To4",2015,598000,3809,11692,NA,NA
122028150,40.5883,-73.7979,NA,NA,NA,2015-03-24,640000,3433,"Duplex",2015,652000,2515,11692,NA,NA
32097280,40.7469,-73.730545,1950,2,3,2015-10-27,725000,3998,"SingleFamily",2015,687000,1150,11362,NA,NA
30707063,40.61946,-74.01021,1920,2,3,2008-08-15,565000,1500,"SingleFamily",2015,633000,1300,11228,"$899,000","http://www.zillow.com/homes/for_sale/30707063_zpid"
31967620,40.746745,-73.867595,1974,6,8,2015-12-30,1230000,2134,"MultiFamily2To4",2015,952000,3732,11368,NA,NA
72538555,40.739394,-73.982531,1972,1,1,2013-12-05,490000,NA,"Apartment",NA,NA,NA,10010,NA,NA
32214613,40.661005,-73.843565,1950,NA,NA,2013-12-17,494000,5000,"SingleFamily",2015,523000,1568,11414,NA,NA
121710503,40.726512,-73.947738,2010,1.5,1,2015-07-28,500000,NA,"Condominium",2015,93216,762,11222,NA,NA
79488731,40.67522,-73.972534,1937,1,2,2015-06-05,979000,NA,"Cooperative",NA,NA,NA,11217,NA,NA
29834745,40.888675,-73.844245,1965,1,3,2015-06-09,440000,2714,"SingleFamily",2015,422000,1995,10466,NA,NA
30751615,40.628035,-73.948775,2011,4,NA,2014-10-15,935000,3000,"SingleFamily",2015,707000,2600,11210,NA,NA
72527956,40.766918,-73.962736,1965,1,1,2015-12-10,725000,NA,"Cooperative",NA,NA,700,10065,NA,NA
32140514,40.70142,-73.785575,1996,2,6,2016-03-02,540000,2931,"MultiFamily2To4",2015,396000,2100,11433,NA,NA
32144740,40.715095,-73.762,1925,3,3,2015-08-26,405000,3125,"SingleFamily",2015,454000,1152,11423,NA,NA
119913300,40.845642,-73.941719,1922,1,1,2013-05-16,250000,NA,"MultiFamily2To4",NA,NA,NA,10032,NA,NA
89067820,40.742973,-73.957977,1890,1,1,2014-05-08,835000,27825,"Condominium",2015,59738,1013,11101,NA,NA
30611264,40.679964,-73.9529,1910,NA,NA,2015-08-03,1300000,2002,"SingleFamily",2007,389000,3304,11216,NA,NA
2130866289,40.70659,-74.00817,1928,1,1,2014-04-23,820000,NA,"Condominium",NA,NA,815,10005,NA,NA
72530543,40.779609,-73.960929,1955,2,2,2005-06-08,1150000,NA,"Cooperative",NA,NA,1450,10028,"$2,400,000","http://www.zillow.com/homes/for_sale/72530543_zpid"
2099676351,40.88429,-73.90948,NA,1,0,2007-05-07,110000,NA,"Cooperative",NA,NA,500,10463,NA,NA
30665016,40.65864,-73.959355,1901,4.5,6,2014-02-04,1850000,4000,"MultiFamily2To4",2015,1661000,3400,11225,NA,NA
30651345,40.659115,-73.926075,1935,3,5,2014-06-09,540000,2475,"MultiFamily2To4",2015,521000,3360,11212,NA,NA
31095979,40.747859,-73.689668,1941,2,NA,2014-12-23,550000,5000,"SingleFamily",2015,420800,1414,11040,NA,NA
32047008,40.75725,-73.805995,1930,2,3,2014-07-16,729000,2600,"SingleFamily",2015,835000,1000,11358,NA,NA
72525202,40.749591,-73.971786,NA,1,1,2016-02-26,430000,NA,"Cooperative",NA,NA,NA,10017,NA,NA
30771023,40.630374,-73.906209,1988,2,2,2006-03-27,330000,127378,"Condominium",2015,301877,931,11236,"$299,999","http://www.zillow.com/homes/for_sale/30771023_zpid"
2099328584,40.6409,-73.9452,1910,3,3,NA,NA,NA,"MultiFamily2To4",NA,NA,NA,11203,"$650,000","http://www.zillow.com/homes/for_sale/2099328584_zpid"
30608913,40.68673,-73.95054,1899,NA,NA,2015-04-15,2800000,1900,"SingleFamily",2007,296000,3300,11216,NA,NA
79515272,40.750633,-73.722808,NA,1,1,2016-01-25,136000,NA,"Cooperative",NA,NA,NA,11426,NA,NA
124839966,40.74578,-73.92263,1936,1,1,2015-09-17,360000,NA,"Cooperative",NA,NA,750,11104,NA,NA
29834749,40.888385,-73.844075,1940,2,3,2015-12-14,389000,2003,"SingleFamily",2015,297000,1584,10466,NA,NA
80006930,40.810672,-73.940093,2004,2.5,3,2014-04-28,952525,NA,"Condominium",2014,199789,1569,10037,NA,NA
80383011,40.775493,-73.908219,NA,NA,NA,2014-03-20,260000,NA,"Cooperative",NA,NA,NA,11105,NA,NA
30699919,40.62337,-74.03508,1920,1.5,4,2015-02-02,849000,2100,"SingleFamily",2015,968000,1920,11209,NA,NA
29851467,40.888245,-73.819809,1989,NA,NA,2014-12-02,580000,6200,"Duplex",2015,613000,3366,10475,NA,NA
32347526,40.54389,-74.15147,1930,NA,NA,2014-01-31,390000,3000,"SingleFamily",2015,416000,1014,10308,NA,NA
30658833,40.65264,-73.94458,1920,NA,NA,2015-09-21,500,2160,"SingleFamily",2015,406000,1404,11203,NA,NA
2099269849,40.72567,-73.81868,NA,1,2,NA,NA,NA,"Condominium",NA,NA,NA,11367,"$224,888","http://www.zillow.com/homes/for_sale/2099269849_zpid"
32289294,40.612195,-74.123125,1925,3,3,2014-10-06,465000,3264,"SingleFamily",2015,449000,1800,10314,NA,NA
72648842,40.753003,-73.890362,NA,1,2,2013-10-02,248000,950,"Cooperative",NA,NA,NA,11372,NA,NA
32152411,40.723315,-73.730715,1930,4.5,4,2013-07-23,405000,3005,"SingleFamily",2015,426000,3000,11428,NA,NA
30699520,40.62283,-74.02727,1925,NA,NA,2014-09-26,1130000,2500,"Duplex",2015,733000,2640,11209,NA,NA
124435257,40.838828,-73.936828,NA,NA,NA,2014-11-12,620000,NA,"SingleFamily",NA,NA,NA,10032,NA,NA
32101216,40.7284,-73.722655,1930,2,3,2015-11-02,480000,3058,"SingleFamily",2015,463000,2000,11426,NA,NA
122973023,40.728354,-73.995378,1986,1,0,2015-01-14,525000,NA,"Cooperative",NA,NA,550,10012,NA,NA
83942738,40.760454,-73.993515,2007,1,1,2013-10-30,700000,10300,"MultiFamily2To4",2014,189716,641,10036,NA,NA
89067598,40.743467,-73.951163,2007,1,1,2010-03-05,423216,NA,"Condominium",2015,97021,817,11101,"$900,000","http://www.zillow.com/homes/for_sale/89067598_zpid"
2099333817,40.77319,-73.77708,1940,2,3,NA,NA,5080,"SingleFamily",NA,NA,NA,11361,"$990,000","http://www.zillow.com/homes/for_sale/2099333817_zpid"
32376059,40.505885,-74.243265,1910,2,3,2013-11-27,399000,2500,"SingleFamily",2015,407000,1112,10307,NA,NA
31172280,40.7279,-73.690311,1927,2,3,2014-09-26,459000,4000,"MultiFamily2To4",2015,366800,1412,11040,NA,NA
30674238,40.63654,-73.98058,1930,NA,NA,2013-08-28,935000,2379,"Duplex",2015,543900,2480,11218,NA,NA
29844393,40.8468,-73.817655,1960,2,3,NA,NA,2356,"SingleFamily",2015,448000,1944,10465,"$529,000","http://www.zillow.com/homes/for_sale/29844393_zpid"
30666303,40.64733,-73.965885,1901,3.5,5,2015-02-03,2000000,5500,"Townhouse",2015,1188000,3025,11226,NA,NA
31987607,40.720275,-73.903055,1925,2,4,2015-08-11,635000,2150,"MultiFamily2To4",2015,605000,1728,11378,NA,NA
32086415,40.753204,-73.755429,1965,2.5,3,2015-10-30,980000,3075,"SingleFamily",2015,901000,2835,11364,NA,NA
2116624692,40.7077,-74.0098,1928,2,1,NA,NA,NA,"Condominium",NA,NA,1185,10005,"$1,950,000","http://www.zillow.com/homes/for_sale/2116624692_zpid"
32277102,40.628455,-74.126775,1955,1.5,4,2015-11-09,375000,4218,"SingleFamily",2015,274000,1209,10310,NA,NA
83932917,40.804637,-73.949295,1920,7,8,NA,NA,2000,"MultiFamily2To4",2014,1573000,5700,10026,"$4,851,000","http://www.zillow.com/homes/for_sale/83932917_zpid"
30701071,40.61707,-74.02458,1920,NA,NA,2014-07-25,727999,1360,"Townhouse",2015,675000,1884,11228,NA,NA
32053091,40.741595,-73.787365,1950,1,4,2015-12-09,850000,4000,"SingleFamily",2015,725000,1480,11365,NA,NA
32189241,40.686144,-73.78132,1925,NA,NA,2013-04-26,18980,2850,"SingleFamily",2015,469000,2356,11434,NA,NA
97496443,40.808692,-73.942466,2003,NA,NA,2014-06-14,849000,2498,"Condominium",NA,NA,10150,10027,NA,NA
30613897,40.68472,-73.961535,1901,NA,NA,2013-11-04,1350000,1600,"Duplex",2015,1041000,2400,11238,NA,NA
2098884511,40.7658,-73.9525,1989,3,3,NA,NA,NA,"Condominium",NA,NA,2350,10021,"$5,995,000","http://www.zillow.com/homes/for_sale/2098884511_zpid"
65317073,40.75259,-73.967552,2000,3,3,2005-03-24,3420683,NA,"Condominium",2014,921315,2854,10017,NA,NA
32217224,40.658825,-73.837144,1925,NA,NA,2014-12-12,20000,3000,"Duplex",2015,547000,1178,11414,NA,NA
79493797,40.72386,-73.985665,NA,NA,NA,2014-04-24,570000,NA,"Cooperative",NA,NA,NA,10009,NA,NA
79732118,40.755333,-73.732492,NA,NA,NA,2013-11-21,195000,NA,"Cooperative",NA,NA,NA,11362,NA,NA
29835365,40.890135,-73.8366,1976,NA,NA,2015-05-06,556200,30,"MultiFamily2To4",2015,534000,3000,10466,NA,NA
32107787,40.69148,-73.863464,1931,NA,NA,2015-04-21,400000,5046,"Triplex",2015,722000,3360,11421,NA,NA
31531659,40.753227,-73.967781,1984,1,1,2014-10-01,850000,NA,"MultiFamily2To4",2015,212606,791,10017,NA,NA
32126249,40.679325,-73.83489,1945,3,3,2013-09-20,399000,3963,"SingleFamily",2015,423000,1250,11417,NA,NA
29776722,40.80587,-73.923679,1901,NA,NA,2015-06-05,499000,1667,"Duplex",2015,378000,2320,10454,NA,NA
2105488987,40.7305,-73.7852,1945,3,4,2014-12-04,760000,4000,"SingleFamily",NA,NA,1661,11366,NA,NA
117456050,40.796276,-73.949241,2008,4,4,2015-01-22,3200000,NA,"Condominium",2014,458539,2162,10029,NA,NA
32111752,40.685265,-73.850685,1960,NA,NA,2013-06-25,345000,2300,"Duplex",2015,595000,2598,11416,NA,NA
32216364,40.652085,-73.840395,1965,2,3,2015-09-03,600000,3500,"SingleFamily",2015,482000,3500,11414,NA,NA
2100350965,40.74929,-73.81768,1960,2,3,NA,NA,NA,"Cooperative",NA,NA,NA,11355,"$359,000","http://www.zillow.com/homes/for_sale/2100350965_zpid"
2101879428,40.6927,-73.9796,1958,1,1,NA,NA,NA,"Cooperative",NA,NA,750,11201,"$460,000","http://www.zillow.com/homes/for_sale/2101879428_zpid"
64750006,40.576981,-73.957746,2005,3,3,2005-05-18,789143,NA,"Condominium",2015,161329,1565,11235,"$1,479,000","http://www.zillow.com/homes/for_sale/64750006_zpid"
32142413,40.703825,-73.77994,1930,3,6,2014-02-24,190000,574,"SingleFamily",2015,478000,1600,11433,NA,NA
32320697,40.615309,-74.074951,1915,3,5,2014-09-12,270000,3600,"MultiFamily2To4",2015,294000,1248,10305,NA,NA
125831301,40.708303,-74.003513,NA,1,1,2016-04-04,428000,NA,"Cooperative",NA,NA,500,10038,NA,NA
29804577,40.838607,-73.856498,NA,NA,NA,2015-05-04,94100,NA,"Condominium",2015,27405,613,10462,NA,NA
30715206,40.599955,-74.007075,1940,2,3,2014-06-05,675000,2127,"MultiFamily2To4",2015,491000,1610,11214,NA,NA
31957856,40.747745,-73.89033,1990,NA,NA,2015-08-19,1500000,2000,"SingleFamily",2007,1570000,5880,11372,NA,NA
29788724,40.87519,-73.876325,1901,NA,0,2014-03-27,495000,2787,"MultiFamily2To4",2015,432000,3192,10467,NA,NA
30624492,40.707809,-73.940685,1920,NA,NA,2016-04-07,2005000,2500,"SingleFamily",2007,319000,3150,11206,NA,NA
2099312908,40.689412,-73.863358,NA,4,7,NA,NA,1900,"MultiFamily2To4",NA,NA,3500,11421,"$689,000","http://www.zillow.com/homes/for_sale/2099312908_zpid"
2112877402,40.8882,-73.909,1931,1,1,NA,NA,NA,"Cooperative",NA,NA,800,10463,"$165,000","http://www.zillow.com/homes/for_sale/2112877402_zpid"
122623520,40.727451,-73.980042,1928,1,2,2014-12-09,990000,NA,"Cooperative",NA,NA,800,10009,NA,NA
72530496,40.778972,-73.961761,1925,2,1,2005-10-27,990000,NA,"Cooperative",NA,NA,NA,10028,"$1,450,000","http://www.zillow.com/homes/for_sale/72530496_zpid"
32111280,40.682705,-73.861125,1915,NA,3,2015-08-13,540000,2099,"SingleFamily",2015,476000,2420,11416,NA,NA
32192111,40.680455,-73.76895,1930,2.5,4,2004-11-12,325000,1219680,"SingleFamily",2015,375000,1,11434,"$365,000","http://www.zillow.com/homes/for_sale/32192111_zpid"
32375478,40.504665,-74.238178,1990,2,0,2014-12-30,265000,744,"Townhouse",2015,262000,1248,10307,NA,NA
94716370,40.806105,-73.850659,2008,NA,NA,2013-06-07,404586,NA,"Condominium",2015,390696,1206,10473,NA,NA
30603487,40.688515,-73.927475,1931,4,6,2014-07-18,1050000,2100,"MultiFamily2To4",2015,379000,3572,11221,NA,NA
65321916,40.816437,-73.947632,2003,2,2,2014-12-24,685000,NA,"Condominium",2014,200889,1104,10030,NA,NA
30584431,40.67171,-73.989229,1901,NA,NA,2013-05-28,685000,2000,"Triplex",2015,1340000,2556,11215,NA,NA
112088531,40.709156,-74.01371,2007,2,2,2014-04-18,2234305,NA,"MultiFamily2To4",2014,297332,1175,10006,NA,NA
31529937,40.753025,-73.971169,1956,1,0,NA,NA,NA,"Condominium",2014,83401,425,10017,"$542,000","http://www.zillow.com/homes/for_sale/31529937_zpid"
32021255,40.790745,-73.84715,1930,NA,NA,2014-09-17,725100,4975,"SingleFamily",2015,803000,3024,11356,NA,NA
32376653,40.506615,-74.25012,1996,3,4,2013-10-09,900000,8999,"SingleFamily",2015,998000,4550,10307,NA,NA
89330650,40.827747,-73.950897,1920,1,1,2015-07-10,635000,NA,"Condominium",2014,58538,953,10031,NA,NA
29817037,40.85271,-73.82959,1930,NA,NA,2013-09-09,550000,2675,"MultiFamily2To4",2015,552000,3150,10461,NA,NA
119919134,40.7511,-73.7125,NA,NA,NA,2013-10-07,270000,NA,"Cooperative",NA,NA,NA,11004,NA,NA
32119063,40.691604,-73.84262,1920,1.5,4,2015-07-17,365000,2500,"SingleFamily",2015,434000,1800,11418,NA,NA
89334037,40.715649,-74.011354,2006,NA,NA,2014-01-15,3320000,NA,"Condominium",2014,512020,1611,10007,NA,NA
30604010,40.68694,-73.929205,1905,3,4,2016-03-03,999000,1733,"Townhouse",2015,704000,2184,11221,NA,NA
2099589166,40.7793,-73.9568,1971,2,2,NA,NA,NA,"Cooperative",NA,NA,NA,10028,"$1,275,000","http://www.zillow.com/homes/for_sale/2099589166_zpid"
30719109,40.612885,-73.96365,1975,5,8,2013-10-11,925000,3000,"MultiFamily2To4",2015,1060000,3600,11230,NA,NA
119572075,40.684723,-73.952385,2007,2,2,2013-02-05,599749,NA,"Condominium",2015,66880,1934,11216,"$1,200,000","http://www.zillow.com/homes/for_sale/119572075_zpid"
79738337,40.706817,-73.836107,2005,2,2,2007-06-13,489000,NA,"Condominium",2015,117837,900,11418,"$535,000","http://www.zillow.com/homes/for_sale/79738337_zpid"
30600875,40.6799,-73.909754,1899,NA,NA,2015-04-20,692000,1875,"MultiFamily2To4",2015,619000,3000,11233,NA,NA
121564047,40.836654,-73.865592,NA,NA,NA,2014-06-04,75000,NA,"Cooperative",NA,NA,NA,10460,NA,NA
31975957,40.75042,-73.857845,1930,NA,NA,2013-10-03,4000,2500,"Duplex",2015,583000,2107,11368,NA,NA
30790806,40.57508,-73.95183,1925,2.5,3,1991-07-09,435000,4000,"SingleFamily",2015,1209000,1864,11235,"$1,575,000","http://www.zillow.com/homes/for_sale/30790806_zpid"
122062576,40.815361,-73.938492,1940,1,1,2013-10-25,240000,9900,"Condominium",2014,73739,455,10037,NA,NA
79740952,40.739078,-73.921469,1935,1,2,2006-06-05,265000,NA,"Cooperative",NA,NA,950,11377,"$389,000","http://www.zillow.com/homes/for_sale/79740952_zpid"
119911503,40.796401,-73.946853,NA,NA,NA,2013-08-19,38691,NA,"Cooperative",NA,NA,NA,10029,NA,NA
32201075,40.68036,-73.75177,1925,3,4,NA,NA,3180,"SingleFamily",2015,423000,2044,11413,"$519,999","http://www.zillow.com/homes/for_sale/32201075_zpid"
63871718,40.772084,-73.952569,1985,1,1,2014-06-26,825000,2550,"Condominium",NA,NA,700,10075,NA,NA
32091690,40.729465,-73.730295,1950,3,3,2015-04-29,499000,3000,"SingleFamily",2015,506000,3000,11426,NA,NA
31546962,40.79685,-73.934005,1901,NA,NA,2016-02-08,5400000,1400,"Duplex",2015,660000,1806,10035,NA,NA
30718627,40.611875,-73.973195,1931,NA,NA,2015-01-28,440000,2240,"SingleFamily",2007,425000,2040,11230,NA,NA
2137885775,40.720981,-73.838302,NA,2,2,NA,NA,NA,"Unknown",NA,NA,NA,11375,NA,NA
